seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
35,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5064000869508873,0.4455907019568376,15,2,30,2
14,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4996295472780082,0.4505552065604667,10,2,30,2
39,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5168246511757962,0.4564438166530584,28,2,30,2
19,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5174118663607779,0.4517607870634835,14,2,30,2
43,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5021184696949953,0.4453709547259018,18,2,30,2
7,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5221562002907136,0.4487837468211898,28,2,30,2
23,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5270767189045438,0.4507426412302251,29,2,30,2
17,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5272869414601035,0.4587967834212734,19,2,30,2
15,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5117887869875912,0.4432489703005617,26,2,30,2
42,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5174000010356263,0.4520519804593536,25,2,30,2
30,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5040545322496528,0.4524284467975731,11,2,30,2
29,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5263303914225925,0.4433897570984574,25,2,30,2
31,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5136779509826522,0.4482237369504877,16,2,30,2
22,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5182852404514932,0.4472154480886419,14,2,30,2
40,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5222912864235664,0.4505185437741471,28,2,30,2
18,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5175836030204962,0.4482811638668133,9,2,30,2
41,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5256521387563677,0.4454667510192185,16,2,30,2
6,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4975685780706517,0.4469877820980059,13,2,30,2
38,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5228695998361157,0.4543939612996019,7,2,30,2
8,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5015843232815514,0.4542057861168282,24,2,30,2
49,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.514378374125128,0.4472162477648392,7,2,30,2
46,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5000927295177576,0.4459140629480567,7,2,30,2
21,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5356288475296361,0.4583431390956054,5,2,30,2
44,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5049785594338492,0.4460691582203001,16,2,30,2
48,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5039619038580341,0.4467904010803281,20,2,30,2
33,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5080949493172121,0.4524447827343892,20,2,30,2
13,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5008012458596809,0.4494373453103124,13,2,30,2
24,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5135689052426637,0.4553251455589216,21,2,30,2
16,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5267394593053876,0.4489690833195046,21,2,30,2
45,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5038113309205056,0.4599222381574811,30,2,30,2
20,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5272596346575471,0.4485239709829458,28,2,30,2
28,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5029571363429093,0.4460365866731552,27,2,30,2
32,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4966735983406748,0.4458991586660133,20,2,30,2
37,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4899380415071529,0.4491216637561529,28,2,30,2
36,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5209546934603764,0.4461116980902068,25,2,30,2
25,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.49719020810061504,0.4496677311096902,4,2,30,2
