seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5399567867953698,0.4490018403848173,26,2,30,2
3,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5070737442249924,0.4517621724157063,18,2,30,2
0,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5073881258307489,0.4530731204358005,12,2,30,2
10,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5148102019819136,0.4585343122549682,12,2,30,2
1,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5192778074835891,0.444642583652178,10,2,30,2
4,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5201017788373373,0.4538675340959267,17,2,30,2
9,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5288394858503782,0.4488383963449606,19,2,30,2
5,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5276612003056574,0.4408526028902723,18,2,30,2
12,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5220451699463328,0.4495050927468789,18,2,30,2
26,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5172699499631203,0.4471037126016276,4,2,30,2
11,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5065473324345147,0.4471402221522176,28,2,30,2
47,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5349536624487614,0.4407768657402728,14,2,30,2
27,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4945597755297281,0.4480932150226413,16,2,30,2
34,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5199973263200652,0.4404098776953006,8,2,30,2
