seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,32,1.0,pca,32,0.5,0.4584773083170733
1,bernoulli,1,32,1.0,pca,32,0.5,0.4496290075024371
10,bernoulli,1,32,1.0,pca,32,0.5,0.4450214003389111
11,bernoulli,1,32,1.0,pca,32,0.5,0.4562980933512593
12,bernoulli,1,32,1.0,pca,32,0.5,0.4382145189969073
13,bernoulli,1,32,1.0,pca,32,0.5,0.4653309745016037
14,bernoulli,1,32,1.0,pca,32,0.5,0.4391317930556691
15,bernoulli,1,32,1.0,pca,32,0.5,0.4483023875250156
16,bernoulli,1,32,1.0,pca,32,0.5,0.4458478921521507
17,bernoulli,1,32,1.0,pca,32,0.5,0.4567480269349258
18,bernoulli,1,32,1.0,pca,32,0.5,0.4494778259216091
19,bernoulli,1,32,1.0,pca,32,0.5,0.4402973289123251
2,bernoulli,1,32,1.0,pca,32,0.5,0.4300278442815679
20,bernoulli,1,32,1.0,pca,32,0.5,0.4313905949776171
21,bernoulli,1,32,1.0,pca,32,0.5,0.4390669927672629
22,bernoulli,1,32,1.0,pca,32,0.5,0.4424435571729306
23,bernoulli,1,32,1.0,pca,32,0.5,0.4414977594904141
24,bernoulli,1,32,1.0,pca,32,0.5,0.441632103317321
25,bernoulli,1,32,1.0,pca,32,0.5,0.4381681687369319
26,bernoulli,1,32,1.0,pca,32,0.5,0.4464643538984794
27,bernoulli,1,32,1.0,pca,32,0.5,0.4618564110036225
28,bernoulli,1,32,1.0,pca,32,0.5,0.4586456834803098
29,bernoulli,1,32,1.0,pca,32,0.5,0.4503660891781866
3,bernoulli,1,32,1.0,pca,32,0.5,0.4457839511397737
30,bernoulli,1,32,1.0,pca,32,0.5,0.4592387529334324
31,bernoulli,1,32,1.0,pca,32,0.5,0.4456112679215548
32,bernoulli,1,32,1.0,pca,32,0.5,0.4542556337249699
33,bernoulli,1,32,1.0,pca,32,0.5,0.4484263521729464
34,bernoulli,1,32,1.0,pca,32,0.5,0.4599949688480811
35,bernoulli,1,32,1.0,pca,32,0.5,0.4519334285997415
36,bernoulli,1,32,1.0,pca,32,0.5,0.4646975503744071
37,bernoulli,1,32,1.0,pca,32,0.5,0.4513216471921162
38,bernoulli,1,32,1.0,pca,32,0.5,0.43990614534878
39,bernoulli,1,32,1.0,pca,32,0.5,0.4400383845568301
4,bernoulli,1,32,1.0,pca,32,0.5,0.4577939117615926
40,bernoulli,1,32,1.0,pca,32,0.5,0.4376381417572806
41,bernoulli,1,32,1.0,pca,32,0.5,0.450295542649851
42,bernoulli,1,32,1.0,pca,32,0.5,0.4494386715142306
43,bernoulli,1,32,1.0,pca,32,0.5,0.4491200214198168
44,bernoulli,1,32,1.0,pca,32,0.5,0.4391774987411618
45,bernoulli,1,32,1.0,pca,32,0.5,0.440452558173161
46,bernoulli,1,32,1.0,pca,32,0.5,0.4508882597212733
47,bernoulli,1,32,1.0,pca,32,0.5,0.4365050890179094
48,bernoulli,1,32,1.0,pca,32,0.5,0.4477041834654737
49,bernoulli,1,32,1.0,pca,32,0.5,0.4560776077816993
5,bernoulli,1,32,1.0,pca,32,0.5,0.4334329186536372
6,bernoulli,1,32,1.0,pca,32,0.5,0.4472093338504537
7,bernoulli,1,32,1.0,pca,32,0.5,0.449712780181554
8,bernoulli,1,32,1.0,pca,32,0.5,0.4503507862850359
9,bernoulli,1,32,1.0,pca,32,0.5,0.4385817981337701
