seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
2,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.492948014238759,0.4660049968060701
1,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4976763103106975,0.4531610573201299
0,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4407778973352744,0.4754497795319495
3,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5163660237081676,0.4747560533466078
4,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5343049697414267,0.4654021235350755
39,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4529669530760042,0.4714761140695411
6,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5515014250491743,0.4669368645713873
10,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5437792285965644,0.4703631459338332
34,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5077301057217607,0.4593177234208863
18,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.517086479683567,0.4607405160806505
26,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4998853736817973,0.4654616888764959
42,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5361685082321194,0.4727446103063632
22,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5382843104964797,0.4646414629175043
38,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5066539372833074,0.4716106861893642
46,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5340976197796942,0.4669159773189982
14,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5815170913591611,0.4599195004080008
7,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5168570189512369,0.4639615254091796
15,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4437664460955034,0.4691168462236298
23,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4998685399539117,0.4683141748603817
31,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5610319100790948,0.4615535660061811
35,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5359787165408039,0.4652815288025579
43,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4942974499489029,0.4649583370761282
30,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4812955479946187,0.4705802630505662
27,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5010616177590347,0.4707371236465316
19,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5069629752847685,0.4698688505703454
11,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4917978781458654,0.4681228893319029
47,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4823248118393814,0.4562062536456951
12,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5046663685152057,0.4631109719204653
8,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5072344400446746,0.4701941654970624
48,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.508944930546951,0.4586918649555436
24,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5480582613433905,0.4705897784383099
40,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5057492420888723,0.4720934520096033
28,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5318844049247606,0.46093029081235
16,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5438479954722335,0.4639900606946815
32,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4311928894210893,0.47145944195981
44,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4710709787693415,0.4694668851077855
45,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5460928196899243,0.4714138948593844
36,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5354491418454372,0.4641385539505808
33,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4478973555713361,0.4742904816223146
9,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4985158657887363,0.464432317910964
20,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4537556234131953,0.4698938559584497
17,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5005481824778223,0.4685583358565366
37,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4441739562417058,0.4679797042303333
5,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5112161086284222,0.4584417666423269
41,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.559680601601035,0.4601546444565332
13,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4782736750978621,0.4688363631480896
25,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5148706465397703,0.4673850850529464
21,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5098279279668495,0.4787738648186078
49,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5203247695459201,0.4699631727531848
29,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4799963340159362,0.46356242558433836
