seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,1,16,1.0,pca,16,0.7196809158445987,0.4310877439461432
1,bernoulli,1,16,1.0,pca,16,0.7044981060606059,0.4287837147038221
10,bernoulli,1,16,1.0,pca,16,0.7094134497980653,0.4172702728624005
11,bernoulli,1,16,1.0,pca,16,0.6752927797135113,0.4229807667316412
12,bernoulli,1,16,1.0,pca,16,0.6291078154425611,0.4448287745890463
13,bernoulli,1,16,1.0,pca,16,0.6386385542168675,0.4398745063612028
14,bernoulli,1,16,1.0,pca,16,0.7363356212354671,0.3883321609738598
15,bernoulli,1,16,1.0,pca,16,0.7098384483415937,0.4155770080507794
16,bernoulli,1,16,1.0,pca,16,0.7096362815165121,0.4183530377817178
17,bernoulli,1,16,1.0,pca,16,0.6866506024096387,0.4340897034867098
18,bernoulli,1,16,1.0,pca,16,0.6945892372072534,0.4302604150381512
19,bernoulli,1,16,1.0,pca,16,0.7339196349720342,0.4009305337611402
2,bernoulli,1,16,1.0,pca,16,0.6696578940753589,0.4255077288449029
20,bernoulli,1,16,1.0,pca,16,0.6678577832423988,0.4226104894887039
21,bernoulli,1,16,1.0,pca,16,0.692566265060241,0.4208277136203983
22,bernoulli,1,16,1.0,pca,16,0.7152642333054704,0.4095897759072834
23,bernoulli,1,16,1.0,pca,16,0.6857153370621136,0.4152338446024309
24,bernoulli,1,16,1.0,pca,16,0.6691132593388233,0.4311503046318038
25,bernoulli,1,16,1.0,pca,16,0.661325853633546,0.4324373340686315
26,bernoulli,1,16,1.0,pca,16,0.6553948832035594,0.4380237815869598
27,bernoulli,1,16,1.0,pca,16,0.6086135651182674,0.4645023053618136
28,bernoulli,1,16,1.0,pca,16,0.7073290291726446,0.4222264944855198
29,bernoulli,1,16,1.0,pca,16,0.6583803953206938,0.4270693516962515
3,bernoulli,1,16,1.0,pca,16,0.6836658784771116,0.4161847804929187
30,bernoulli,1,16,1.0,pca,16,0.7037895310796074,0.4149138497359578
31,bernoulli,1,16,1.0,pca,16,0.6417376893939394,0.454944951295787
32,bernoulli,1,16,1.0,pca,16,0.6278782894736843,0.441184486112988
33,bernoulli,1,16,1.0,pca,16,0.7284245495768569,0.4113862441284357
34,bernoulli,1,16,1.0,pca,16,0.6926326504644357,0.4272090699638986
35,bernoulli,1,16,1.0,pca,16,0.7079844497607656,0.4004916180032371
36,bernoulli,1,16,1.0,pca,16,0.6657500870170554,0.4438922217628822
37,bernoulli,1,16,1.0,pca,16,0.7214134494160185,0.4102922849767034
38,bernoulli,1,16,1.0,pca,16,0.6976421086059066,0.4056440749774934
39,bernoulli,1,16,1.0,pca,16,0.6513822920472537,0.4339323697661169
4,bernoulli,1,16,1.0,pca,16,0.622767630644343,0.4354348487647357
40,bernoulli,1,16,1.0,pca,16,0.7085059171597633,0.4122498982292313
41,bernoulli,1,16,1.0,pca,16,0.731964887606392,0.4141563633027969
42,bernoulli,1,16,1.0,pca,16,0.7070874157017432,0.4212969422432477
43,bernoulli,1,16,1.0,pca,16,0.6879516601562501,0.4153707457975176
44,bernoulli,1,16,1.0,pca,16,0.6816207184628237,0.4241071740487453
45,bernoulli,1,16,1.0,pca,16,0.6728817194052612,0.4456739966112618
46,bernoulli,1,16,1.0,pca,16,0.7036783358701167,0.4193992733930443
47,bernoulli,1,16,1.0,pca,16,0.693576388888889,0.4154097394005362
48,bernoulli,1,16,1.0,pca,16,0.6100889152341434,0.4570414876198792
49,bernoulli,1,16,1.0,pca,16,0.7327044025157233,0.4102825878480914
5,bernoulli,1,16,1.0,pca,16,0.6085658555151169,0.450519420276109
6,bernoulli,1,16,1.0,pca,16,0.7104798351486605,0.4211498668979768
7,bernoulli,1,16,1.0,pca,16,0.660500919117647,0.4223259528979724
8,bernoulli,1,16,1.0,pca,16,0.690752208141321,0.428712484230953
9,bernoulli,1,16,1.0,pca,16,0.6578967872633301,0.4348980642783074
