seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,bernoulli,1,32,0.1,raw,32,0.5223214285714286,0.5235170332424736
27,bernoulli,1,32,0.1,raw,32,0.4608150470219436,0.6230493623211518
23,bernoulli,1,32,0.1,raw,32,0.5140712945590995,0.6714819490345643
43,bernoulli,1,32,0.1,raw,32,0.6744791666666667,0.5726646880690012
35,bernoulli,1,32,0.1,raw,32,0.6353125,0.6121237455530071
47,bernoulli,1,32,0.1,raw,32,0.5934959349593496,0.6658515392443511
39,bernoulli,1,32,0.1,raw,32,0.5823754789272031,0.5841371470387738
14,bernoulli,1,32,0.1,raw,32,0.4451951951951952,0.6869836732390238
46,bernoulli,1,32,0.1,raw,32,0.5618489583333333,0.6675515014982419
30,bernoulli,1,32,0.1,raw,32,0.51010101010101,0.6832804370581316
42,bernoulli,1,32,0.1,raw,32,0.6063199473337723,0.7046912444833542
38,bernoulli,1,32,0.1,raw,32,0.4844961240310078,0.6397763189944591
34,bernoulli,1,32,0.1,raw,32,0.4929667519181586,0.6800182020331776
19,bernoulli,1,32,0.1,raw,32,0.5284552845528456,0.6696061260503741
18,bernoulli,1,32,0.1,raw,32,0.3497150997150997,0.5447439908330389
3,bernoulli,1,32,0.1,raw,32,0.7504761904761904,0.4521924650371801
31,bernoulli,1,32,0.1,raw,32,0.5326086956521738,0.6233790836357282
11,bernoulli,1,32,0.1,raw,32,0.501611863313991,0.6071910603605875
7,bernoulli,1,32,0.1,raw,32,0.5934959349593496,0.6936954597135395
15,bernoulli,1,32,0.1,raw,32,0.6901818181818182,0.5503892788894252
26,bernoulli,1,32,0.1,raw,32,0.5556249999999999,0.6578045552333476
6,bernoulli,1,32,0.1,raw,32,0.6477946017116524,0.675856966396472
2,bernoulli,1,32,0.1,raw,32,0.5491452991452992,0.6707882631061
10,bernoulli,1,32,0.1,raw,32,0.5581841432225064,0.624288392270091
22,bernoulli,1,32,0.1,raw,32,0.5416666666666666,0.6576483224874498
24,bernoulli,1,32,0.1,raw,32,0.4552845528455284,0.6486113901112747
36,bernoulli,1,32,0.1,raw,32,0.4964833759590792,0.6011437035814112
28,bernoulli,1,32,0.1,raw,32,0.5317460317460317,0.6882040147172606
1,bernoulli,1,32,0.1,raw,32,0.6347962382445141,0.5083054130995436
44,bernoulli,1,32,0.1,raw,32,0.5770460358056266,0.7599332178413876
48,bernoulli,1,32,0.1,raw,32,0.5745614035087719,0.6785734407854003
12,bernoulli,1,32,0.1,raw,32,0.6006349206349206,0.6871756308633443
8,bernoulli,1,32,0.1,raw,32,0.5057142857142858,0.3703754902635896
4,bernoulli,1,32,0.1,raw,32,0.3575,0.6778502351520015
32,bernoulli,1,32,0.1,raw,32,0.6184126984126984,0.6450479459315459
40,bernoulli,1,32,0.1,raw,32,0.5825515947467167,0.6318789530855883
20,bernoulli,1,32,0.1,raw,32,0.4614878209348255,0.5952418307913775
16,bernoulli,1,32,0.1,raw,32,0.6027568922305764,0.7086959966978974
21,bernoulli,1,32,0.1,raw,32,0.5178236397748593,0.6919176613354379
17,bernoulli,1,32,0.1,raw,32,0.4350490196078431,0.7181325001403804
49,bernoulli,1,32,0.1,raw,32,0.4835779175401816,0.5535111108782936
37,bernoulli,1,32,0.1,raw,32,0.59958071278826,0.733450693435232
45,bernoulli,1,32,0.1,raw,32,0.6025641025641025,0.6323782761491379
41,bernoulli,1,32,0.1,raw,32,0.7517198248905564,0.6679081359488258
29,bernoulli,1,32,0.1,raw,32,0.6982097186700768,0.6826176677478416
9,bernoulli,1,32,0.1,raw,32,0.5697310819262039,0.6678292424375203
5,bernoulli,1,32,0.1,raw,32,0.4653333333333333,0.6227678254025437
33,bernoulli,1,32,0.1,raw,32,0.3191699604743083,0.598434340665361
13,bernoulli,1,32,0.1,raw,32,0.6413043478260869,0.6503831788516018
25,bernoulli,1,32,0.1,raw,32,0.3205128205128205,0.5849992997417987
