seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
35,bernoulli,1,32,1.0,raw,32,0.5,0.4483150348184831
42,bernoulli,1,32,1.0,raw,32,0.5,0.4494386715142306
26,bernoulli,1,32,1.0,raw,32,0.5,0.4517901259367915
34,bernoulli,1,32,1.0,raw,32,0.5,0.4558829039162269
23,bernoulli,1,32,1.0,raw,32,0.5,0.454258405609754
31,bernoulli,1,32,1.0,raw,32,0.5,0.4613570227684948
18,bernoulli,1,32,1.0,raw,32,0.5,0.4606105161897501
10,bernoulli,1,32,1.0,raw,32,0.5,0.4651218992599967
30,bernoulli,1,32,1.0,raw,32,0.5,0.4652741787503983
39,bernoulli,1,32,1.0,raw,32,0.5,0.4537504746300603
15,bernoulli,1,32,1.0,raw,32,0.5,0.453820221409047
3,bernoulli,1,32,1.0,raw,32,0.5,0.4487572164938164
2,bernoulli,1,32,1.0,raw,32,0.5,0.4460987211040626
6,bernoulli,1,32,1.0,raw,32,0.5,0.4581682782203212
47,bernoulli,1,32,1.0,raw,32,0.5,0.4466561408398075
27,bernoulli,1,32,1.0,raw,32,0.5,0.4630073368034986
19,bernoulli,1,32,1.0,raw,32,0.5,0.443363055243321
7,bernoulli,1,32,1.0,raw,32,0.5,0.4479003799789462
14,bernoulli,1,32,1.0,raw,32,0.5,0.447103679273428
43,bernoulli,1,32,1.0,raw,32,0.5,0.4538969501849252
22,bernoulli,1,32,1.0,raw,32,0.5,0.4525652585208282
11,bernoulli,1,32,1.0,raw,32,0.5,0.458214150090437
46,bernoulli,1,32,1.0,raw,32,0.5,0.4542596029275363
38,bernoulli,1,32,1.0,raw,32,0.5,0.4464717466048614
36,bernoulli,1,32,1.0,raw,32,0.5,0.459529471862528
12,bernoulli,1,32,1.0,raw,32,0.5,0.4469586447481775
28,bernoulli,1,32,1.0,raw,32,0.5,0.4529210486663598
48,bernoulli,1,32,1.0,raw,32,0.5,0.4579048935808864
44,bernoulli,1,32,1.0,raw,32,0.5,0.4496345254473951
16,bernoulli,1,32,1.0,raw,32,0.5,0.4437433840030104
32,bernoulli,1,32,1.0,raw,32,0.5,0.4562372826410712
24,bernoulli,1,32,1.0,raw,32,0.5,0.4561319551217274
0,bernoulli,1,32,1.0,raw,32,0.5,0.4517121321181181
40,bernoulli,1,32,1.0,raw,32,0.5,0.4476459002671483
20,bernoulli,1,32,1.0,raw,32,0.5,0.4402112397932782
8,bernoulli,1,32,1.0,raw,32,0.5,0.4582782752027964
4,bernoulli,1,32,1.0,raw,32,0.5,0.4603768834954128
17,bernoulli,1,32,1.0,raw,32,0.5,0.4606424777624259
37,bernoulli,1,32,1.0,raw,32,0.5,0.4564645302040081
45,bernoulli,1,32,1.0,raw,32,0.5,0.4539182559607028
5,bernoulli,1,32,1.0,raw,32,0.5,0.4425576813867411
41,bernoulli,1,32,1.0,raw,32,0.5,0.4542150704228577
9,bernoulli,1,32,1.0,raw,32,0.5,0.4601951699240081
21,bernoulli,1,32,1.0,raw,32,0.5,0.4511695300284873
33,bernoulli,1,32,1.0,raw,32,0.5,0.4473941734854565
49,bernoulli,1,32,1.0,raw,32,0.5,0.462768892787688
1,bernoulli,1,32,1.0,raw,32,0.5,0.4583647583534333
13,bernoulli,1,32,1.0,raw,32,0.5,0.4632734655076829
25,bernoulli,1,32,1.0,raw,32,0.5,0.4409292225969844
29,bernoulli,1,32,1.0,raw,32,0.5,0.450473426426733
