seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,32,0.9,raw,32,0.5958479332692487,0.4407366509712329,7,2,30,2
3,bernoulli,1,32,0.9,raw,32,0.6136057394661132,0.4563041511172098,18,2,30,2
15,bernoulli,1,32,0.9,raw,32,0.6297695587812907,0.4445675256874898,8,2,30,2
30,bernoulli,1,32,0.9,raw,32,0.5878949934048288,0.4469493263962036,20,2,30,2
42,bernoulli,1,32,0.9,raw,32,0.6049500094321827,0.4429446057395195,25,2,30,2
47,bernoulli,1,32,0.9,raw,32,0.6090896639883127,0.4381353159137596,7,2,30,2
27,bernoulli,1,32,0.9,raw,32,0.6330258931870505,0.4394405108866698,16,2,30,2
39,bernoulli,1,32,0.9,raw,32,0.6271815975519679,0.4476006764639906,2,2,30,2
46,bernoulli,1,32,0.9,raw,32,0.6254195011337869,0.4378495693101863,4,2,30,2
43,bernoulli,1,32,0.9,raw,32,0.6142880953703778,0.4279208190639735,4,2,30,2
35,bernoulli,1,32,0.9,raw,32,0.6454477789901939,0.4480840034034083,2,2,30,2
26,bernoulli,1,32,0.9,raw,32,0.566301315869262,0.4429409893022791,17,2,30,2
31,bernoulli,1,32,0.9,raw,32,0.5839098837209302,0.4572376209145514,6,2,30,2
22,bernoulli,1,32,0.9,raw,32,0.6356254566545394,0.4342853254610262,5,2,30,2
14,bernoulli,1,32,0.9,raw,32,0.5926365795724466,0.4472994562538896,2,2,30,2
10,bernoulli,1,32,0.9,raw,32,0.6010457449000619,0.4530645198579657,25,2,30,2
23,bernoulli,1,32,0.9,raw,32,0.5484519675925925,0.4568809686054331,24,2,30,2
19,bernoulli,1,32,0.9,raw,32,0.5846607669616519,0.4450243804178574,2,2,30,2
18,bernoulli,1,32,0.9,raw,32,0.5682041142248755,0.4560923428071057,24,2,30,2
38,bernoulli,1,32,0.9,raw,32,0.5966282190372866,0.452335195509906,2,2,30,2
7,bernoulli,1,32,0.9,raw,32,0.5656071397516264,0.4387093246928933,5,2,30,2
11,bernoulli,1,32,0.9,raw,32,0.5677012471655329,0.4449440787303638,23,2,30,2
6,bernoulli,1,32,0.9,raw,32,0.5939311310231191,0.4466511866155013,3,2,30,2
2,bernoulli,1,32,0.9,raw,32,0.623914922400511,0.435361215339804,4,2,30,2
34,bernoulli,1,32,0.9,raw,32,0.5934201466393263,0.4380679191050615,6,2,30,2
20,bernoulli,1,32,0.9,raw,32,0.6276512007327475,0.4429000458091373,2,2,30,2
1,bernoulli,1,32,0.9,raw,32,0.6209230679165478,0.4379068254235517,6,2,30,2
36,bernoulli,1,32,0.9,raw,32,0.5954663588753052,0.4407487546672743,8,2,30,2
44,bernoulli,1,32,0.9,raw,32,0.6011422593550758,0.4466522875589849,9,2,30,2
24,bernoulli,1,32,0.9,raw,32,0.629019853078593,0.4449002047143655,19,2,30,2
48,bernoulli,1,32,0.9,raw,32,0.6233773051453769,0.4344254327216822,4,2,30,2
4,bernoulli,1,32,0.9,raw,32,0.5975267618360551,0.4510525632368707,6,2,30,2
16,bernoulli,1,32,0.9,raw,32,0.6291064487566221,0.4376560341651654,2,2,30,2
40,bernoulli,1,32,0.9,raw,32,0.6278363682808451,0.4446416955654754,2,2,30,2
32,bernoulli,1,32,0.9,raw,32,0.5835693581780538,0.4425387412962454,20,2,30,2
8,bernoulli,1,32,0.9,raw,32,0.6118009789185648,0.4456893932156278,19,2,30,2
12,bernoulli,1,32,0.9,raw,32,0.6167262698508911,0.4494462805335744,16,2,30,2
28,bernoulli,1,32,0.9,raw,32,0.5791271544522252,0.4524727599496317,7,2,30,2
49,bernoulli,1,32,0.9,raw,32,0.5932143347720158,0.453587411198229,24,2,30,2
17,bernoulli,1,32,0.9,raw,32,0.5545633237174048,0.4569155228643568,3,2,30,2
25,bernoulli,1,32,0.9,raw,32,0.5827589561677257,0.4468752394188726,4,2,30,2
21,bernoulli,1,32,0.9,raw,32,0.5999072080497017,0.4542462518355777,5,2,30,2
41,bernoulli,1,32,0.9,raw,32,0.5818962904594496,0.4438921378395678,27,2,30,2
45,bernoulli,1,32,0.9,raw,32,0.592700760164875,0.4588370553447788,25,2,30,2
13,bernoulli,1,32,0.9,raw,32,0.5982399742210696,0.4441678578156226,4,2,30,2
9,bernoulli,1,32,0.9,raw,32,0.6229075791119588,0.4519864609935548,22,2,30,2
37,bernoulli,1,32,0.9,raw,32,0.5940864234449761,0.441333072639347,27,2,30,2
29,bernoulli,1,32,0.9,raw,32,0.58524178567282,0.444013054878101,21,2,30,2
5,bernoulli,1,32,0.9,raw,32,0.6082312883622927,0.4443333887718798,20,2,30,2
33,bernoulli,1,32,0.9,raw,32,0.6471117696339428,0.44119878974257454,3,2,30,2
