seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
2,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4505516677477171
1,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4679517784289064
4,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4782891029279008
0,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5,0.4783627479953896
3,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4570959322551227
15,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4724331794396875
30,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4839705809320072
6,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4711846543851176
8,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4553812024628413
11,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4816930879976815
35,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4488495678008383
48,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.486647045554287
5,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4299654841708991
20,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4330443948822327
43,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4675203885258102
23,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5,0.4458992589206957
