seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,bernoulli,32,none,1.0,pca,32,0.5122044960116027,0.377196080474473
1,bernoulli,32,none,1.0,pca,32,0.5254511996602732,0.3865293751974235
10,bernoulli,32,none,1.0,pca,32,0.5404151812240047,0.3716664162059048
11,bernoulli,32,none,1.0,pca,32,0.5210389858393559,0.3572543017179788
12,bernoulli,32,none,1.0,pca,32,0.5179809220985692,0.3499837926960857
13,bernoulli,32,none,1.0,pca,32,0.4916710333986044,0.3569076883540735
14,bernoulli,32,none,1.0,pca,32,0.5381370472978063,0.3502484240363727
15,bernoulli,32,none,1.0,pca,32,0.5106824701796768,0.3669461410731743
16,bernoulli,32,none,1.0,pca,32,0.5241560499593403,0.3776364433261922
17,bernoulli,32,none,1.0,pca,32,0.5284925925925926,0.3625140343613052
18,bernoulli,32,none,1.0,pca,32,0.5862033770984388,0.3542824537208487
19,bernoulli,32,none,1.0,pca,32,0.559999294333498,0.3572255204958811
2,bernoulli,32,none,1.0,pca,32,0.4970713019250253,0.3414551361664349
20,bernoulli,32,none,1.0,pca,32,0.5320230090679169,0.3530255287303143
21,bernoulli,32,none,1.0,pca,32,0.5116897879046216,0.3511888531748589
22,bernoulli,32,none,1.0,pca,32,0.520975468625947,0.3840790834563514
23,bernoulli,32,none,1.0,pca,32,0.5431579626602426,0.3870792057664541
24,bernoulli,32,none,1.0,pca,32,0.500759206121473,0.4045161882516164
25,bernoulli,32,none,1.0,pca,32,0.5218592881164053,0.3839187208920708
26,bernoulli,32,none,1.0,pca,32,0.5126872495495253,0.3743814293973217
27,bernoulli,32,none,1.0,pca,32,0.507862615823236,0.357048026761269
28,bernoulli,32,none,1.0,pca,32,0.5225495750708216,0.4005122302470345
29,bernoulli,32,none,1.0,pca,32,0.5541984562530674,0.3736301874685724
3,bernoulli,32,none,1.0,pca,32,0.5299357014862442,0.3555176250686688
30,bernoulli,32,none,1.0,pca,32,0.5442495806015026,0.3647580840605244
31,bernoulli,32,none,1.0,pca,32,0.5229600130039012,0.3297567213528858
32,bernoulli,32,none,1.0,pca,32,0.5107386153897782,0.3447308742696606
33,bernoulli,32,none,1.0,pca,32,0.5372939718764408,0.3803319947661889
34,bernoulli,32,none,1.0,pca,32,0.5318789335362059,0.3393947551134056
35,bernoulli,32,none,1.0,pca,32,0.5644012514144978,0.3696366262700553
36,bernoulli,32,none,1.0,pca,32,0.5231544909473932,0.3691085317072641
37,bernoulli,32,none,1.0,pca,32,0.5607671596757544,0.3756760225854422
38,bernoulli,32,none,1.0,pca,32,0.5257552183161581,0.3709047338062781
39,bernoulli,32,none,1.0,pca,32,0.5426212077274672,0.3792408714239378
4,bernoulli,32,none,1.0,pca,32,0.5512209926693747,0.362194548366316
40,bernoulli,32,none,1.0,pca,32,0.5397956697298802,0.3517525583030483
41,bernoulli,32,none,1.0,pca,32,0.5673188888999473,0.3235316176469973
42,bernoulli,32,none,1.0,pca,32,0.5376266839698431,0.361558376872326
43,bernoulli,32,none,1.0,pca,32,0.5170304166832914,0.3880211448241483
44,bernoulli,32,none,1.0,pca,32,0.544170026577953,0.3216150363604898
45,bernoulli,32,none,1.0,pca,32,0.5406842167209385,0.3797997430426384
46,bernoulli,32,none,1.0,pca,32,0.5243294654746053,0.3470687509822548
47,bernoulli,32,none,1.0,pca,32,0.5442865291377508,0.320625094493681
48,bernoulli,32,none,1.0,pca,32,0.580042906548797,0.3395839224071112
49,bernoulli,32,none,1.0,pca,32,0.5189924242424242,0.348150769534939
5,bernoulli,32,none,1.0,pca,32,0.5760373917008664,0.3648486216707922
6,bernoulli,32,none,1.0,pca,32,0.5361385161799527,0.3780928267040372
7,bernoulli,32,none,1.0,pca,32,0.5444706933980334,0.3492232380008971
8,bernoulli,32,none,1.0,pca,32,0.5339447426727536,0.3695776839650599
9,bernoulli,32,none,1.0,pca,32,0.5803336148648649,0.3537768668496349
