seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.50593597146681,0.4565102142171053,5,2,30,2
15,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5215817337591837,0.4506434033163614,8,2,30,2
6,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.514641670621737,0.4514540578390032,5,2,30,2
14,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5104352722563208,0.4466967233762686,15,2,30,2
3,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.4995529455171565,0.4539566465098165,17,2,30,2
2,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5136043578829788,0.4427177222509162,11,2,30,2
1,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5200739675364701,0.4533127527292773,8,2,30,2
19,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5253516615232007,0.4457054412273432,10,2,30,2
47,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5138219385681471,0.4442286938370474,12,2,30,2
18,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.4967583914036332,0.4539729931031003,7,2,30,2
7,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5187149127546479,0.4531790438026059,23,2,30,2
22,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.4894869092972359,0.4506034738528651,20,2,30,2
30,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5228834801349325,0.4613831031075341,4,2,30,2
23,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5170918846824527,0.4442159469736109,6,2,30,2
34,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.506566902689202,0.452716462354475,6,2,30,2
10,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.4922299740298429,0.4477561027115224,2,2,30,2
42,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.5043185080128069,0.4530475155581968,5,2,30,2
27,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5256646971935007,0.4590184462867331,27,2,30,2
46,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5416983810125613,0.4496049961967246,2,2,30,2
39,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5003220496672154,0.4424757701899621,3,2,30,2
35,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5175297653179921,0.4520131479298485,7,2,30,2
43,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5072469326443347,0.4511646583937774,16,2,30,2
31,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5031605687541083,0.4448167316631583,4,2,30,2
26,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5293003008188453,0.45060006769758,9,2,30,2
11,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5005140018687193,0.4547429467179051,5,2,30,2
38,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5034709577491329,0.4432263952124522,5,2,30,2
17,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5311841563786008,0.4580700472130466,13,2,30,2
4,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5253839625765855,0.4563562837679453,4,2,30,2
9,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.4972885514587696,0.4493336903680794,23,2,30,2
36,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.527524236983842,0.4612365173033702,7,2,30,2
32,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5136180449030818,0.4535558559503536,15,2,30,2
48,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5052936036089866,0.4525478897254572,6,2,30,2
12,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.516737784743205,0.441691163196436,3,2,30,2
37,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.4888449767235417,0.4524585657223078,13,2,30,2
16,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5115091694634355,0.4503839722247061,25,2,30,2
24,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.5220931021382829,0.4466649482140056,21,2,30,2
45,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5045389189562377,0.4484400759101281,15,2,30,2
20,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5113910626513958,0.4378090516198964,6,2,30,2
8,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5160693185340153,0.4499359045475978,7,2,30,2
40,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5170197308045273,0.4445203126121615,24,2,30,2
29,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5216888864687608,0.4515789391980289,6,2,30,2
28,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5380448808440073,0.4562916436198706,3,2,30,2
13,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.509205357955924,0.4570239465896154,3,2,30,2
44,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.509267593929496,0.4460865287396703,5,2,30,2
21,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5103659221800815,0.4494650953115486,27,2,30,2
49,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.503503605828681,0.459768947696266,8,2,30,2
25,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5373270137489202,0.4444127446118449,21,2,30,2
5,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.5108160764619465,0.4444517215325064,20,2,30,2
41,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.4870918493874188,0.4520873323020505,4,2,30,2
33,beta,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.49934709725269794,0.445808552635619,2,2,30,2
