seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
3,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4504654708832931
2,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4545353775912302
6,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4538561742477136
5,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4492973424742907
0,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4771964281317394
8,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4678647742564224
4,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4922860213478144
7,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.450081568848635
10,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4214494996583706
34,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4757795781699688
30,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4592189108428725
42,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.457367374030272
26,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4578363549068317
15,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4344157597745591
11,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4945122297826667
46,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4690769327015821
1,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4754251447195264
38,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4962097843267576
22,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4719899264963959
14,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4495396338759334
18,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4922310794731749
27,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4760409925554818
19,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4496980515038078
47,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4516322936665601
31,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.453607368225387
39,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4513251634592728
35,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4540362403401612
23,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4443604347267071
43,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4754446865615299
12,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4604606424736953
28,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4584632674908614
32,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4518753611298063
20,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4436571574805401
36,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4755394382186724
16,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4491937215715743
24,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4769590010347433
9,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4570416506374492
21,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4443384359100862
40,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4799005824188653
48,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4700816630375661
44,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4774496544765093
25,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4583649209003818
49,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4712738755550106
33,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4618855763980788
37,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4950931550763791
29,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.465639251132468
13,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4692453310433937
41,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4582788767397142
17,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4723003403089155
45,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4630330023723715
