seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,32,0.5,pca,32,0.5,0.452684155131729
1,bernoulli,1,32,0.5,pca,32,0.5,0.4421801071088166
10,bernoulli,1,32,0.5,pca,32,0.5,0.4509371522623203
11,bernoulli,1,32,0.5,pca,32,0.5,0.4554650622262732
12,bernoulli,1,32,0.5,pca,32,0.5,0.4505363380836474
13,bernoulli,1,32,0.5,pca,32,0.5,0.4423758062014168
14,bernoulli,1,32,0.5,pca,32,0.5,0.4370944664043049
15,bernoulli,1,32,0.5,pca,32,0.5,0.4542837782306151
16,bernoulli,1,32,0.5,pca,32,0.5,0.438626219224037
17,bernoulli,1,32,0.5,pca,32,0.5,0.4479513783274975
18,bernoulli,1,32,0.5,pca,32,0.5,0.4508557719177734
19,bernoulli,1,32,0.5,pca,32,0.5,0.4468625847218903
2,bernoulli,1,32,0.5,pca,32,0.5,0.4375988984723497
20,bernoulli,1,32,0.5,pca,32,0.5,0.4470020667066737
21,bernoulli,1,32,0.5,pca,32,0.5,0.4529909889417574
22,bernoulli,1,32,0.5,pca,32,0.5,0.4544195231015557
23,bernoulli,1,32,0.5,pca,32,0.5,0.4357721575762639
24,bernoulli,1,32,0.5,pca,32,0.5,0.4396116860754192
25,bernoulli,1,32,0.5,pca,32,0.5,0.4473422455437585
26,bernoulli,1,32,0.5,pca,32,0.5,0.4570617176561977
27,bernoulli,1,32,0.5,pca,32,0.5,0.4496616502162248
28,bernoulli,1,32,0.5,pca,32,0.5,0.4509765565524425
29,bernoulli,1,32,0.5,pca,32,0.5,0.4431514168251076
3,bernoulli,1,32,0.5,pca,32,0.5,0.4496272841664109
30,bernoulli,1,32,0.5,pca,32,0.5,0.4323559180926569
31,bernoulli,1,32,0.5,pca,32,0.5,0.4359575055088478
32,bernoulli,1,32,0.5,pca,32,0.5,0.4568474228725199
33,bernoulli,1,32,0.5,pca,32,0.5,0.4341524837206701
34,bernoulli,1,32,0.5,pca,32,0.5,0.456031635363467
35,bernoulli,1,32,0.5,pca,32,0.5,0.4554344223199064
36,bernoulli,1,32,0.5,pca,32,0.5,0.4469779476213452
37,bernoulli,1,32,0.5,pca,32,0.5,0.4666607869862091
38,bernoulli,1,32,0.5,pca,32,0.5,0.4389725155101644
39,bernoulli,1,32,0.5,pca,32,0.5,0.4618601374370631
4,bernoulli,1,32,0.5,pca,32,0.5,0.4413430160195472
40,bernoulli,1,32,0.5,pca,32,0.5,0.4608422520391287
41,bernoulli,1,32,0.5,pca,32,0.5,0.4415198660946294
42,bernoulli,1,32,0.5,pca,32,0.5,0.4286245723965866
43,bernoulli,1,32,0.5,pca,32,0.5,0.4432214362713887
44,bernoulli,1,32,0.5,pca,32,0.5,0.4488424134532351
45,bernoulli,1,32,0.5,pca,32,0.5,0.455626766871204
46,bernoulli,1,32,0.5,pca,32,0.5,0.4634120917219903
47,bernoulli,1,32,0.5,pca,32,0.5,0.4596073387006216
48,bernoulli,1,32,0.5,pca,32,0.5,0.4626503493819427
49,bernoulli,1,32,0.5,pca,32,0.5,0.4490714287716375
5,bernoulli,1,32,0.5,pca,32,0.5,0.4721085551455365
6,bernoulli,1,32,0.5,pca,32,0.5,0.4489781274289505
7,bernoulli,1,32,0.5,pca,32,0.5,0.4660917726705607
8,bernoulli,1,32,0.5,pca,32,0.5,0.4613527593406744
9,bernoulli,1,32,0.5,pca,32,0.5,0.4478009780551525
