seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
1,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5640792031098153,0.4452228957927219,17,2,30,2
3,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5933835119798234,0.4375262933731906,25,2,30,2
2,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5838267636609711,0.4216662879641846,2,2,30,2
7,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5593175359411569,0.4247361752739569,9,2,30,2
6,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,20,0.5190258751902588,0.4345805649137356,4,2,30,2
0,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,20,0.5765366430260047,0.4435605504376215,16,2,30,2
11,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5785540313871465,0.4246045046529648,2,2,30,2
4,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5844130811464467,0.4248465506435734,4,2,30,2
12,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5953467080646445,0.4395508721043667,27,2,30,2
10,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,10,0.5995049791012578,0.4204056547945165,2,2,30,2
34,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.600799658007896,0.4191235605483077,3,2,30,2
22,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.565633413239904,0.4442846415327812,10,2,30,2
38,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5964233287127337,0.4394062949765834,24,2,30,2
43,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.56164378652849,0.4413650628513198,7,2,30,2
23,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5761327977425,0.4421814719284621,19,2,30,2
15,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5907268353138442,0.4384106286991504,23,2,30,2
47,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.6123496709779895,0.4315319873925892,27,2,30,2
31,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.6023132907849066,0.4113226336830835,3,2,30,2
39,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5764308319880181,0.4339764598601908,2,2,30,2
19,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.6151116870294953,0.404381047576539,3,2,30,2
46,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5945188562743422,0.4366598406863617,18,2,30,2
14,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,20,0.583196738989777,0.4240018778502968,10,2,30,2
27,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.5515931459882336,0.4307049755635838,2,2,30,2
26,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,20,0.5619051163977837,0.4382871800801768,2,2,30,2
5,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.6037580799899345,0.4392111048241702,23,2,30,2
35,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,20,0.6226093659234102,0.4249470264013893,4,2,30,2
18,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,20,0.6237471332710439,0.4288389670818233,17,2,30,2
30,bernoulli,32,none,1.0,1.0,raw,none,,32,32.0,50,0.604923469387755,0.4247863414792946,11,2,30,2
