seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,32,1.0,1.0,raw,32,50,0.5631930383563208,0.4477179626215091,30,30,30,2
4,bernoulli,1,32,1.0,1.0,raw,32,50,0.5905571887690276,0.4536248606999326,30,30,30,2
6,bernoulli,1,32,1.0,1.0,raw,32,20,0.5807521931729349,0.4521376276886809,30,30,30,2
12,bernoulli,1,32,1.0,1.0,raw,32,50,0.5995982766651141,0.4375147476435438,30,30,30,2
2,bernoulli,1,32,1.0,1.0,raw,32,50,0.5668969328543797,0.4443747367267928,30,30,30,2
8,bernoulli,1,32,1.0,1.0,raw,32,50,0.5788100457491423,0.4533656402107649,30,30,30,2
10,bernoulli,1,32,1.0,1.0,raw,32,50,0.6158730158730159,0.4555338922573014,30,30,30,2
14,bernoulli,1,32,1.0,1.0,raw,32,50,0.5679095022624434,0.444998714252286,30,30,30,2
1,bernoulli,1,32,1.0,1.0,raw,32,50,0.5897170441060127,0.4459527081661067,30,30,30,2
7,bernoulli,1,32,1.0,1.0,raw,32,50,0.5897571309225444,0.449329627907291,30,30,30,2
5,bernoulli,1,32,1.0,1.0,raw,32,10,0.6041770200186041,0.4341114321729514,30,30,30,2
3,bernoulli,1,32,1.0,1.0,raw,32,50,0.5689665580103828,0.4500191730812243,30,30,30,2
13,bernoulli,1,32,1.0,1.0,raw,32,20,0.6218236260133352,0.4418515516423747,30,30,30,2
9,bernoulli,1,32,1.0,1.0,raw,32,50,0.6137528881735769,0.4432615264603054,30,30,30,2
11,bernoulli,1,32,1.0,1.0,raw,32,50,0.6043878807593113,0.4429717196679523,30,30,30,2
15,bernoulli,1,32,1.0,1.0,raw,32,50,0.5822769295419526,0.4468561488623691,30,30,30,2
16,bernoulli,1,32,1.0,1.0,raw,32,20,0.5966084742680486,0.4340526455007066,30,30,30,2
18,bernoulli,1,32,1.0,1.0,raw,32,10,0.5927653248608156,0.4516867305051784,30,30,30,2
20,bernoulli,1,32,1.0,1.0,raw,32,50,0.6131762452624054,0.4323254671632411,30,30,30,2
22,bernoulli,1,32,1.0,1.0,raw,32,20,0.5995733286252354,0.4423605132219528,30,30,30,2
24,bernoulli,1,32,1.0,1.0,raw,32,50,0.6179856619106555,0.4416852255136913,30,30,30,2
28,bernoulli,1,32,1.0,1.0,raw,32,50,0.5968871640677808,0.4505326172127319,30,30,30,2
30,bernoulli,1,32,1.0,1.0,raw,32,20,0.5704699707109484,0.4579885678020171,30,30,30,2
26,bernoulli,1,32,1.0,1.0,raw,32,50,0.616882683867213,0.4391153351295408,30,30,30,2
17,bernoulli,1,32,1.0,1.0,raw,32,50,0.5935127674258109,0.4470623003973742,30,30,30,2
19,bernoulli,1,32,1.0,1.0,raw,32,50,0.5955105212816836,0.4340571599127885,30,30,30,2
32,bernoulli,1,32,1.0,1.0,raw,32,50,0.5821353033136132,0.4466020250547428,30,30,30,2
34,bernoulli,1,32,1.0,1.0,raw,32,50,0.6100505466086752,0.4515788732022041,30,30,30,2
21,bernoulli,1,32,1.0,1.0,raw,32,50,0.5741600638781401,0.4451452576982919,30,30,30,2
23,bernoulli,1,32,1.0,1.0,raw,32,50,0.5883239736929037,0.4428128474415215,30,30,30,2
25,bernoulli,1,32,1.0,1.0,raw,32,50,0.580703012912482,0.4431360665460783,30,30,30,2
31,bernoulli,1,32,1.0,1.0,raw,32,20,0.5933572031554741,0.4434770100353667,30,30,30,2
29,bernoulli,1,32,1.0,1.0,raw,32,20,0.5754685560299149,0.4409742689043476,30,30,30,2
27,bernoulli,1,32,1.0,1.0,raw,32,20,0.5821910511363636,0.4515223937390102,30,30,30,2
33,bernoulli,1,32,1.0,1.0,raw,32,50,0.56439569585637,0.4399907193505609,30,30,30,2
35,bernoulli,1,32,1.0,1.0,raw,32,50,0.576366672115452,0.4416554852935664,30,30,30,2
38,bernoulli,1,32,1.0,1.0,raw,32,50,0.5530109606705351,0.4383535063776857,30,30,30,2
36,bernoulli,1,32,1.0,1.0,raw,32,50,0.5844471587953737,0.4527136151982445,30,30,30,2
42,bernoulli,1,32,1.0,1.0,raw,32,10,0.5910549980644968,0.4538226840231056,30,30,30,2
40,bernoulli,1,32,1.0,1.0,raw,32,20,0.6513337285121517,0.4326140013980006,30,30,30,2
44,bernoulli,1,32,1.0,1.0,raw,32,10,0.5582650770979684,0.4507720794273817,30,30,30,2
46,bernoulli,1,32,1.0,1.0,raw,32,50,0.598076324174113,0.4463932575155016,30,30,30,2
39,bernoulli,1,32,1.0,1.0,raw,32,50,0.6054343878311079,0.4420546773646884,30,30,30,2
37,bernoulli,1,32,1.0,1.0,raw,32,10,0.6088842975206612,0.4498030304308841,30,30,30,2
48,bernoulli,1,32,1.0,1.0,raw,32,50,0.5915435114780435,0.4364384818133646,30,30,30,2
43,bernoulli,1,32,1.0,1.0,raw,32,50,0.5532343558870794,0.4518961027238172,30,30,30,2
47,bernoulli,1,32,1.0,1.0,raw,32,20,0.6027950984954242,0.4425828830769616,30,30,30,2
41,bernoulli,1,32,1.0,1.0,raw,32,20,0.6507808150947818,0.4479286743003568,30,30,30,2
45,bernoulli,1,32,1.0,1.0,raw,32,50,0.604886468470077,0.4496008201865694,30,30,30,2
49,bernoulli,1,32,1.0,1.0,raw,32,50,0.5825408923732095,0.44843484233108544,30,30,30,2
