seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
3,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5141688277231451,0.4614705381939373
2,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4661785433635603,0.4687587260387751
1,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4568797192253981,0.4590353105567881
0,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4933634633121118,0.4637646049708583
4,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5565211487541585,0.4583791110268175
5,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5409206968380625,0.4677450215224065
7,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4496939169439491,0.4838764793937061
6,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5311879774398516,0.4612806465336734
10,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5269392454126576,0.4680299155330946
39,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4184597402597402,0.4840945693364892
15,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4353551885870627,0.4783536831612001
43,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5519100724607847,0.463610688617832
18,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5203390834344043,0.4680947651540438
11,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.6447742363877823,0.4642554976775122
14,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5153947616355756,0.4618127562583742
35,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4920633754530316,0.4715040523591559
34,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4643539086094455,0.4756957912271312
27,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5172542133491115,0.4726910223662557
22,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5068980521934294,0.4753933463727909
23,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5561737089201877,0.4514936315429542
8,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4386107584893685,0.477660134536476
47,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4906925934017916,0.4709932691413074
42,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4563600189696346,0.4608672298596856
38,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4885467005214732,0.462340192636081
19,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5540821978508919,0.4549403984993135
31,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5135697724345213,0.4628492248306137
46,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5475562536129926,0.4839671940867499
26,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5305683772287085,0.4676611652109593
30,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5675546758677259,0.4528323741366117
9,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4145505794903522,0.4795257805207518
21,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.497063546755596,0.468414933931618
12,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5117344555670547,0.4676390357247499
25,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4727663640707119,0.4593306351342746
24,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5902164740240654,0.463265794107021
13,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5188270795066912,0.4725194212792328
45,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5240923229580423,0.476825891468457
33,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5142136789195613,0.4459198607796895
17,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4498023251062438,0.4719975981701744
40,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4952988558834298,0.471097329981725
16,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5383895885616927,0.4557942825300671
20,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4964361624157138,0.463126512774675
32,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.470152023611143,0.4774256534517411
49,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.482727118930807,0.4722721336048769
41,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5077147239263804,0.4570651245605196
44,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5004616389307992,0.4637988712800007
29,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5116052946944112,0.4530897784520445
48,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4967118473180693,0.4777400991949966
36,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5529560045689078,0.4729167598634647
37,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4398961117711117,0.4777339545409503
28,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5275410000893735,0.46494471631537415
