seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5513062213843254,0.4360512349238852,20,2,30,2
3,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,0.4848290598290597,0.4486793098717128,15,2,30,2
1,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4910600255427842,0.4058738764649522,27,2,30,2
0,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4912280701754386,0.4600117487288167,20,2,30,2
5,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,0.6021505376344086,0.4815125331416086,23,2,30,2
4,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,0.483595041322314,0.4694103358208818,2,2,30,2
8,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,0.465498264329862,0.4628385522581589,22,2,30,2
6,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5258006198347107,0.4481433934064075,28,2,30,2
7,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,0.517396694214876,0.4836742962638131,17,2,30,2
10,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5357850808555034,0.4648688013074318,22,2,30,2
16,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,0.4601107804232804,0.4643157075531624,25,2,30,2
23,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,0.5172311348781937,0.4451388974354241,28,2,30,2
14,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5043604651162791,0.4500906733713832,9,2,30,2
26,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,0.446648483345731,0.4726629020285877,26,2,30,2
46,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5790889526542323,0.4507152178446817,23,2,30,2
30,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5556261112522225,0.4509155238738718,22,2,30,2
42,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,0.49548294495103,0.4513903662665554,18,2,30,2
15,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5614734546445853,0.4535385415187551,25,2,30,2
39,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5415219189412738,0.4704387603039442,16,2,30,2
22,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5106123215627348,0.4157948154213389,5,2,30,2
34,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,0.4949623422614594,0.4606680001383544,14,2,30,2
38,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4957983193277311,0.4329831231167189,11,2,30,2
31,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5196347031963471,0.4197060496135804,28,2,30,2
