seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5208037141802976,0.4501560053349697,3,2,30,2
2,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5175221936309826,0.4408901032590971,13,2,30,2
1,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5123503955208547,0.4527610270675511,29,2,30,2
0,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5460628236767973,0.4566468146225276,24,2,30,2
6,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.5185841567070804,0.4514842087612846,23,2,30,2
5,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.519664539618915,0.4427546102982738,17,2,30,2
4,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5258113926146714,0.455416295873637,20,2,30,2
11,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5154901156955084,0.4547244158568718,15,2,30,2
27,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5286137107479472,0.4587766948541633,22,2,30,2
10,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5021051202771432,0.447240520589002,2,2,30,2
23,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.532988481221535,0.444240987504895,15,2,30,2
19,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5215243717623719,0.444983092828024,14,2,30,2
31,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5228331941266303,0.4447319362149866,11,2,30,2
18,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5121050625733947,0.4539557766444825,9,2,30,2
