seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
0,bernoulli,1,none,1.0,1.0,raw,1,50,0.5875761328130624,0.469395050631388
2,bernoulli,1,none,1.0,1.0,raw,1,50,0.6271529888551165,0.3944433133164307
4,bernoulli,1,none,1.0,1.0,raw,1,50,0.5731350484817357,0.4462590447478934
6,bernoulli,1,none,1.0,1.0,raw,1,20,0.5217377006051039,0.4934022535959183
12,bernoulli,1,none,1.0,1.0,raw,1,50,0.5739109697933227,0.4096946116571464
8,bernoulli,1,none,1.0,1.0,raw,1,10,0.5934065934065934,0.4111714831942359
14,bernoulli,1,none,1.0,1.0,raw,1,20,0.6330172334424198,0.4114960178388826
10,bernoulli,1,none,1.0,1.0,raw,1,10,0.5689096850861556,0.437006842729868
1,bernoulli,1,none,1.0,1.0,raw,1,50,0.5831976785335127,0.466580887628259
3,bernoulli,1,none,1.0,1.0,raw,1,50,0.6078091824903251,0.4395165461234557
13,bernoulli,1,none,1.0,1.0,raw,1,50,0.5887986430955073,0.466586093318825
16,bernoulli,1,none,1.0,1.0,raw,1,5,0.5615421505869597,0.4645618738113508
5,bernoulli,1,none,1.0,1.0,raw,1,20,0.6340408631569657,0.4464551253595892
9,bernoulli,1,none,1.0,1.0,raw,1,50,0.6063597972972974,0.3963393523981298
15,bernoulli,1,none,1.0,1.0,raw,1,50,0.5944738034123509,0.4401304154402811
7,bernoulli,1,none,1.0,1.0,raw,1,10,0.5409749712680373,0.4016717836276992
11,bernoulli,1,none,1.0,1.0,raw,1,50,0.6219702979023444,0.4442290628197524
18,bernoulli,1,none,1.0,1.0,raw,1,50,0.6034615853410799,0.3862757987754996
17,bernoulli,1,none,1.0,1.0,raw,1,50,0.58850708115414,0.4331330093865261
20,bernoulli,1,none,1.0,1.0,raw,1,5,0.587702794398865,0.3979866431489401
19,bernoulli,1,none,1.0,1.0,raw,1,10,0.6181991390868676,0.3708865540957579
22,bernoulli,1,none,1.0,1.0,raw,1,50,0.5599922218646068,0.474086221970231
24,bernoulli,1,none,1.0,1.0,raw,1,50,0.585569105691057,0.4919815237987793
26,bernoulli,1,none,1.0,1.0,raw,1,50,0.5822696603616824,0.4706727647289525
28,bernoulli,1,none,1.0,1.0,raw,1,20,0.5537425243940826,0.477228028275736
21,bernoulli,1,none,1.0,1.0,raw,1,50,0.6329455504917246,0.409695175413254
30,bernoulli,1,none,1.0,1.0,raw,1,50,0.5463931729218501,0.401351260126782
32,bernoulli,1,none,1.0,1.0,raw,1,50,0.509748649283533,0.4062582895460222
34,bernoulli,1,none,1.0,1.0,raw,1,50,0.5011584480254513,0.4067042452159873
23,bernoulli,1,none,1.0,1.0,raw,1,50,0.5579884711348189,0.4657558660491005
36,bernoulli,1,none,1.0,1.0,raw,1,50,0.5659536541889483,0.4516259257774039
25,bernoulli,1,none,1.0,1.0,raw,1,50,0.5790230746179202,0.4801023528377308
38,bernoulli,1,none,1.0,1.0,raw,1,50,0.5624055742214806,0.4217424537693607
29,bernoulli,1,none,1.0,1.0,raw,1,50,0.5893454691473698,0.4518484516971642
27,bernoulli,1,none,1.0,1.0,raw,1,50,0.5308119505820861,0.4450312947938279
31,bernoulli,1,none,1.0,1.0,raw,1,50,0.5700043346337235,0.3962681185253305
35,bernoulli,1,none,1.0,1.0,raw,1,20,0.591285954129594,0.4395874326825148
33,bernoulli,1,none,1.0,1.0,raw,1,20,0.5109425426463808,0.4347841743837548
37,bernoulli,1,none,1.0,1.0,raw,1,50,0.5773475677977724,0.4512472874092296
40,bernoulli,1,none,1.0,1.0,raw,1,50,0.5533712754107492,0.4064042642112947
39,bernoulli,1,none,1.0,1.0,raw,1,50,0.5267892898076418,0.4431232714383908
42,bernoulli,1,none,1.0,1.0,raw,1,10,0.6044911012235819,0.3887466665413274
44,bernoulli,1,none,1.0,1.0,raw,1,20,0.5647618201208674,0.3768439851401564
46,bernoulli,1,none,1.0,1.0,raw,1,20,0.5283127031899406,0.4064758296657067
48,bernoulli,1,none,1.0,1.0,raw,1,50,0.5614099979656377,0.3887528761607055
41,bernoulli,1,none,1.0,1.0,raw,1,50,0.5597101824298099,0.3810587825584434
43,bernoulli,1,none,1.0,1.0,raw,1,50,0.5765271515780234,0.4808940090966791
47,bernoulli,1,none,1.0,1.0,raw,1,20,0.5857876223975664,0.3805726365775374
45,bernoulli,1,none,1.0,1.0,raw,1,50,0.6080095830095831,0.4806359163093771
49,bernoulli,1,none,1.0,1.0,raw,1,50,0.5450606060606061,0.43455584212653275
