seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
22,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4677048861203036,0.4816886178737848
20,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5354459835825272,0.4692694805463062
21,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4895370586859948,0.470133789301865
14,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5027510834746561,0.4666487486697547
48,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4820611263168987,0.4798718598310986
16,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.4985379780351346,0.4628700863430335
29,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4530027780804009,0.4679079121319571
33,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.51990171990172,0.455400688229042
32,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5408267483739182,0.4741781025643293
13,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5081785015037442,0.4734892165387126
30,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4735930195581946,0.4623227881823252
12,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4690633958255103,0.4817856674659889
49,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4809014267185473,0.4770587619828457
37,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5598888723888723,0.479917551226407
24,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5067100942194577,0.4663122686271262
9,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5053682985609341,0.4791309371011124
45,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5556341187340501,0.4835746675094284
36,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5302873948035238,0.4825515727167229
40,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5346082698976014,0.4774710327868841
17,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5189170276234063,0.4701342964308056
41,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5390199386503067,0.4681124484081851
25,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5543464041134849,0.4573298725802618
28,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4626949459290375,0.46959644823396446
