seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
2,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5215776278205336,0.4627652380725585
3,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5087825905860671,0.4629643699395028
1,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5514681348014682,0.4526060849124599
7,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5838247054065482,0.4676930432131966
5,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5073825766368127,0.4744716020463339
0,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5193788758341373,0.4746539875930713
8,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4700863813075214,0.4796485257546705
4,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5275038472854007,0.4817303941267788
10,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.543837082143391,0.4829887889257932
47,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5089059427572645,0.4776543632123155
34,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5571218321880334,0.4722806525856712
26,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.536517727848674,0.4705442263271997
6,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4740754622688655,0.4834851736223566
11,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.3914652501106684,0.4845232121533757
31,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5098634607127522,0.4820350764291201
19,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5397197296997895,0.4707964729407888
15,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5016501367989056,0.4796454190611957
39,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4565740259740259,0.4868614459079282
23,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4792077464788732,0.4726934497160712
43,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4467943307670138,0.4910123814344439
38,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5027620789763471,0.4733985557527675
46,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5232082283520391,0.4948891861499357
44,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5434616164118269,0.4632174951386699
35,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4705296796943873,0.4846823394077624
42,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4655543987944741,0.4724293156134571
27,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4206847765922928,0.4823249843148773
18,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4904774412178987,0.4706335689073611
