seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.9,pca,32,0.5,0.4524606734779507
1,beta,1,32,0.9,pca,32,0.5,0.4423232722688123
10,beta,1,32,0.9,pca,32,0.5,0.4622873165217617
11,beta,1,32,0.9,pca,32,0.5,0.4383855610574136
12,beta,1,32,0.9,pca,32,0.5,0.4504901971120923
13,beta,1,32,0.9,pca,32,0.5,0.4447688749788629
14,beta,1,32,0.9,pca,32,0.5,0.4518352437238692
15,beta,1,32,0.9,pca,32,0.5,0.4425353740841815
16,beta,1,32,0.9,pca,32,0.5,0.4454745449570994
17,beta,1,32,0.9,pca,32,0.5,0.459001776182773
18,beta,1,32,0.9,pca,32,0.5,0.4443385197491072
19,beta,1,32,0.9,pca,32,0.5,0.4536843629132908
2,beta,1,32,0.9,pca,32,0.5,0.4395702460300901
20,beta,1,32,0.9,pca,32,0.5,0.4456340565771011
21,beta,1,32,0.9,pca,32,0.5,0.4607058120605189
22,beta,1,32,0.9,pca,32,0.5,0.4434262699966064
23,beta,1,32,0.9,pca,32,0.5,0.4529744588775746
24,beta,1,32,0.9,pca,32,0.5,0.4496193799348211
25,beta,1,32,0.9,pca,32,0.5,0.448171157029325
26,beta,1,32,0.9,pca,32,0.5,0.4482649421318374
27,beta,1,32,0.9,pca,32,0.5,0.4442230248824184
28,beta,1,32,0.9,pca,32,0.5,0.4432534582860544
29,beta,1,32,0.9,pca,32,0.5,0.4402165203654078
3,beta,1,32,0.9,pca,32,0.5,0.4497313850095893
30,beta,1,32,0.9,pca,32,0.5,0.4531777449854636
31,beta,1,32,0.9,pca,32,0.5,0.4467960708111994
32,beta,1,32,0.9,pca,32,0.5,0.4392063550038113
33,beta,1,32,0.9,pca,32,0.5,0.4489753893233013
34,beta,1,32,0.9,pca,32,0.5,0.4396399884829252
35,beta,1,32,0.9,pca,32,0.5,0.4400316626362139
36,beta,1,32,0.9,pca,32,0.5,0.438332718871717
37,beta,1,32,0.9,pca,32,0.5,0.4457271552733257
38,beta,1,32,0.9,pca,32,0.5,0.4565787398252358
39,beta,1,32,0.9,pca,32,0.5,0.4579508894499691
4,beta,1,32,0.9,pca,32,0.5,0.4511333300486556
40,beta,1,32,0.9,pca,32,0.5,0.4509825371123039
41,beta,1,32,0.9,pca,32,0.5,0.4448622552247145
42,beta,1,32,0.9,pca,32,0.5,0.4480960582820287
43,beta,1,32,0.9,pca,32,0.5,0.438080283616173
44,beta,1,32,0.9,pca,32,0.5,0.4431183954131397
45,beta,1,32,0.9,pca,32,0.5,0.4584032478616489
46,beta,1,32,0.9,pca,32,0.5,0.4465442987714281
47,beta,1,32,0.9,pca,32,0.5,0.4425494825315095
48,beta,1,32,0.9,pca,32,0.5,0.4480728461164151
49,beta,1,32,0.9,pca,32,0.5,0.4498648102664398
5,beta,1,32,0.9,pca,32,0.5,0.4285682319056411
6,beta,1,32,0.9,pca,32,0.5,0.444502260707646
7,beta,1,32,0.9,pca,32,0.5,0.4448375343984553
8,beta,1,32,0.9,pca,32,0.5,0.4525209544267
9,beta,1,32,0.9,pca,32,0.5,0.4434488181080489
