seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
2,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4440870824797438
1,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4719209389714087
0,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4568049204629826
3,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4554822052788825
4,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4644783250599049
39,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4703903900485489
6,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4497436442262713
10,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4772819809976411
34,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.4423175957377996
18,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4718276555897532
26,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4565259471310894
42,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4440938604557522
22,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4375045980484346
38,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4624341653671915
46,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4462404621130782
14,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4601731347449587
7,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.453333527168181
15,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4525650280388084
23,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4810845530350381
31,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4553671643412588
35,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4453668728476895
43,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4516766189461724
30,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.472813004911346
27,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4479699731496738
19,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4703779719966167
11,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4603914000049737
47,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4439119600857267
12,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4680452771415045
8,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4646751675126916
48,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4683070951399615
24,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4730754286120381
40,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.448492906716347
28,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4547181076549664
16,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4713965093095
32,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.426639095178616
44,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.445677958654742
45,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4775326032143194
36,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4273721214793297
33,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4654118568504282
9,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4633160820872312
20,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4528993834128534
17,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4888452095946857
37,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4530362009316178
5,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4190734453926728
41,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4472247775553064
13,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4621775643736102
25,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4657015539129052
21,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4757742381714528
49,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4317510472247969
29,beta,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.44568396016406797
