seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5099292242149385,0.4526407679898269,10,2,30,2
6,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5059183673469387,0.4557925007725868,2,2,30,2
7,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5202071340621153,0.445894630472688,28,2,30,2
2,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5259347499979945,0.4480566999826533,29,2,30,2
1,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5221352346334871,0.4633722495755567,7,2,30,2
0,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5445565184851294,0.4515530845954065,11,2,30,2
5,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5552476643751102,0.4545399508359802,12,2,30,2
9,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5095234227465633,0.4649003419166714,16,2,30,2
4,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5123209269662922,0.4589861605995021,11,2,30,2
8,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5053546132052229,0.4485423925718442,10,2,30,2
11,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5109935596579057,0.4425556611490412,9,2,30,2
23,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5690222731739273,0.4173441167877653,4,2,30,2
30,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4889089003172905,0.4555110918258549,8,2,30,2
14,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5121790651744569,0.4590106226132365,11,2,30,2
38,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5496111425339366,0.4477021531675059,5,2,30,2
27,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5063985807214666,0.4480051315537393,6,2,30,2
39,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5464799425585009,0.4559742368522635,22,2,30,2
31,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4925791944425485,0.4339736614398496,2,2,30,2
19,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5389211183924398,0.45850386120409,15,2,30,2
10,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5251236296987931,0.4481438422930324,22,2,30,2
22,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5347249703205381,0.4432846039896256,18,2,30,2
42,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5562728221178925,0.4469430418165721,6,2,30,2
43,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4821920032474123,0.4604404323220943,18,2,30,2
35,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4921594827586207,0.4667808498041956,19,2,30,2
15,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5065895316804407,0.440097929178613,28,2,30,2
18,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5155665669409125,0.4577116995236092,23,2,30,2
46,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5418565961161137,0.4631514317515606,6,2,30,2
26,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5023280401764837,0.4723672061841487,10,2,30,2
34,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5446945337620579,0.4508349163564693,14,2,30,2
47,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5346706501636079,0.4518975041485362,11,2,30,2
21,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5619512760388264,0.4575999707293667,15,2,30,2
25,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5083792631884299,0.4445293131486099,27,2,30,2
33,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5188248195193275,0.4434951036714098,20,2,30,2
13,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4730346679687499,0.4626169321087982,28,2,30,2
40,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5217003303102009,0.4600943272737357,16,2,30,2
41,beta,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4998201115308508,0.4508834015719446,12,2,30,2
