seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,4,1.0,raw,2,0.4723069027009599,0.3991228070175439,0.4546611496411408,0.4404862579281184
0,beta,1,4,1.0,raw,3,0.4532553222299586,0.5933014354066986,0.4458175940126986,0.5517970401691331
0,beta,1,4,1.0,raw,4,0.4555397148531308,0.5386762360446572,0.4467025110496121,0.5241014799154334
0,beta,1,4,1.0,raw,5,0.4549906568825541,0.5940988835725678,0.446024409314702,0.5427061310782241
20,beta,1,4,1.0,raw,2,0.4513250644098687,0.4623015873015873,0.4510531909283833,0.596829640947288
8,beta,1,4,1.0,raw,2,0.4673258286397109,0.6312962962962964,0.4504300082904195,0.5632045088566828
16,beta,1,4,1.0,raw,2,0.4549024185404004,0.4753731343283582,0.4493976734261584,0.4947058823529412
32,beta,1,4,1.0,raw,2,0.4340413678478789,0.5651041666666667,0.4541693852136191,0.5744569757727652
24,beta,1,4,1.0,raw,2,0.4568333971883364,0.4846756949394155,0.4591018688701048,0.5736538461538462
4,beta,1,4,1.0,raw,2,0.467623676704017,0.5071214392803598,0.4253256573908705,0.532141336739038
44,beta,1,4,1.0,raw,2,0.4568397414174261,0.4748379717880289,0.4575796342290446,0.5805600649350648
12,beta,1,4,1.0,raw,2,0.4466411779139034,0.537826420890937,0.4515700131751567,0.4998993558776167
40,beta,1,4,1.0,raw,2,0.4555661118681223,0.589772303098171,0.4410160838446583,0.627637987012987
48,beta,1,4,1.0,raw,2,0.4469286219563672,0.416796875,0.4232665001716763,0.5231481481481481
36,beta,1,4,1.0,raw,2,0.451694697528446,0.4837037037037037,0.4452901299195097,0.6082930756843801
28,beta,1,4,1.0,raw,2,0.4087484996663127,0.5127465127465127,0.4111354945586878,0.5196962505932605
6,beta,1,4,1.0,raw,2,0.4673964667806576,0.505247376311844,0.4521354525124862,0.5524159663865547
19,beta,1,4,1.0,raw,2,0.4090977771139165,0.6059369202226346,0.4478851425551319,0.4995975855130785
38,beta,1,4,1.0,raw,2,0.4143241379594176,0.4344857020913359,0.4411692869429,0.5618899733806566
23,beta,1,4,1.0,raw,2,0.4482349403476983,0.540104947526237,0.456551748589123,0.5458892958892959
10,beta,1,4,1.0,raw,2,0.4732897745185241,0.5595547309833024,0.4617130576103948,0.4133192389006342
13,beta,1,4,1.0,raw,2,0.4182925173553248,0.5105042016806722,0.4207514353493626,0.5881433381433381
14,beta,1,4,1.0,raw,2,0.3822069438875941,0.5072463768115942,0.4331432786197441,0.499320959710276
18,beta,1,4,1.0,raw,2,0.4734538261192098,0.4240530303030303,0.4654750864264157,0.5948770491803279
27,beta,1,4,1.0,raw,2,0.4180728925216488,0.4679653679653679,0.4403363655504759,0.4662222222222222
26,beta,1,4,1.0,raw,2,0.4276108933669705,0.4737060041407867,0.4298872916695829,0.5965501792114696
46,beta,1,4,1.0,raw,2,0.4656854590265123,0.533103448275862,0.454576879330818,0.5662471395881007
15,beta,1,4,1.0,raw,2,0.4308747448777964,0.5655381944444444,0.3988193103739059,0.6714285714285715
35,beta,1,4,1.0,raw,2,0.4318018478402606,0.5663418290854573,0.4457970877052546,0.4446464646464646
30,beta,1,4,1.0,raw,2,0.4651165970881616,0.4696455505279034,0.4571065107147288,0.4519537480063795
7,beta,1,4,1.0,raw,2,0.41546562265379,0.4953007518796992,0.4148017474101827,0.6295194508009154
42,beta,1,4,1.0,raw,2,0.4433309066976136,0.532695374800638,0.4465450662796325,0.5286885245901639
2,beta,1,4,1.0,raw,2,0.4454683900990231,0.5625246548323471,0.46361176535815,0.5274906986357999
22,beta,1,4,1.0,raw,2,0.4550676139960183,0.4929629629629629,0.4635592110846213,0.5300204918032787
47,beta,1,4,1.0,raw,2,0.4727695739078883,0.5718157181571816,0.461860379412221,0.553030303030303
31,beta,1,4,1.0,raw,2,0.4581425027509251,0.4837971788028974,0.425782334912519,0.5588501584427343
3,beta,1,4,1.0,raw,2,0.4406288694658211,0.5936883629191322,0.4473891275130555,0.5368241805023414
34,beta,1,4,1.0,raw,2,0.4514546849722876,0.5629685157421289,0.453181444138414,0.573013311819282
39,beta,1,4,1.0,raw,2,0.4598541459759703,0.4033333333333334,0.4492958002769101,0.6225071225071226
43,beta,1,4,1.0,raw,2,0.4545508182545125,0.5039007092198582,0.4375526703056131,0.5633501748931209
1,beta,1,4,1.0,raw,2,0.4623287186623804,0.4591648189209165,0.4565436215319531,0.59169341894061
11,beta,1,4,1.0,raw,2,0.4684134705827024,0.4747899159663865,0.4525522361026622,0.5310921103769918
21,beta,1,4,1.0,raw,2,0.4587464060629615,0.4872364039955605,0.4708689322418645,0.5360195360195359
9,beta,1,4,1.0,raw,2,0.4642002395796497,0.6339285714285714,0.4646907041550808,0.566497975708502
17,beta,1,4,1.0,raw,2,0.4689175783064537,0.5053943452380952,0.452848827123792,0.5679012345679013
37,beta,1,4,1.0,raw,2,0.4646635748188197,0.5410654827968924,0.4453388674776675,0.6248992747784046
5,beta,1,4,1.0,raw,2,0.4328363866446177,0.5678303137428192,0.4527559257163772,0.5662037037037038
29,beta,1,4,1.0,raw,2,0.444619576607424,0.5858305586385497,0.4428276705246409,0.5668276972624798
