seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
3,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4484571386150828
2,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4396230581000432
0,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4616044601758808
6,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4556319178407967
1,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4546042664367548
4,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4625981690635681
5,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4289219538970093
11,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4631799686876348
9,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4467433562144966
7,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4368876190436853
10,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4520022030150056
16,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4418477576354841
45,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4334586508663977
34,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4547983218026631
8,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4462137471761526
46,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4502500389084277
42,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.45453057481513
47,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4323606053118033
14,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4457797226209444
30,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4674647991422246
26,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.457680168165017
18,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4451095888393942
27,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4734075738242579
22,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4527574890397806
19,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.438929419525566
38,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4399132925994005
15,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4556570668180169
31,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4382221698890051
23,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.439209052229532
39,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4344078531808525
43,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4530477457947576
28,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4608659042100234
35,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4438730196950273
12,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4360173852936604
25,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4459690641260821
44,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4494105385746206
24,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4421991973515977
48,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4648528699220666
32,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4607078335686201
40,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4407588295574176
20,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4291645161874218
17,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.473816999035916
36,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4836482009676377
29,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4471296411880747
49,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4690351572524012
21,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4454639077032117
13,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4669537300666309
33,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4489853128025502
41,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.455577576266255
37,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.45890034657189055
