seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,16,1.0,pca,16,0.6536597247594691,0.5780123007960306
1,bernoulli,1,16,1.0,pca,16,0.5713068181818182,0.575754797028912
10,bernoulli,1,16,1.0,pca,16,0.6376678876678877,0.624190999012188
11,bernoulli,1,16,1.0,pca,16,0.5736062717770034,0.6044468531456377
12,bernoulli,1,16,1.0,pca,16,0.5902777777777778,0.5491521564336063
13,bernoulli,1,16,1.0,pca,16,0.586289156626506,0.570810988492394
14,bernoulli,1,16,1.0,pca,16,0.5740860064434794,0.4689124461663643
15,bernoulli,1,16,1.0,pca,16,0.5715306900495615,0.5901893714698174
16,bernoulli,1,16,1.0,pca,16,0.5908764844974628,0.4944891623957366
17,bernoulli,1,16,1.0,pca,16,0.6365301204819277,0.6063460608209629
18,bernoulli,1,16,1.0,pca,16,0.6321855957712356,0.5892784997572744
19,bernoulli,1,16,1.0,pca,16,0.5812481601413011,0.5620910694569301
2,bernoulli,1,16,1.0,pca,16,0.5795942990724681,0.5481192738789599
20,bernoulli,1,16,1.0,pca,16,0.6086733779041471,0.5030892424582618
21,bernoulli,1,16,1.0,pca,16,0.6351566265060241,0.5929745579612271
22,bernoulli,1,16,1.0,pca,16,0.608618928206557,0.6250627962990352
23,bernoulli,1,16,1.0,pca,16,0.6203758218035521,0.5749535044240105
24,bernoulli,1,16,1.0,pca,16,0.5769184866929227,0.6073765875808746
25,bernoulli,1,16,1.0,pca,16,0.5719408796331873,0.5168958954006625
26,bernoulli,1,16,1.0,pca,16,0.599901124706464,0.5787005266173006
27,bernoulli,1,16,1.0,pca,16,0.5279756815806973,0.5936576118869283
28,bernoulli,1,16,1.0,pca,16,0.590961262553802,0.5794174079230081
29,bernoulli,1,16,1.0,pca,16,0.5780052440500201,0.5094479853758802
3,bernoulli,1,16,1.0,pca,16,0.5572145912484391,0.5043498312095828
30,bernoulli,1,16,1.0,pca,16,0.6191632794686229,0.5548067367699575
31,bernoulli,1,16,1.0,pca,16,0.5784801136363636,0.6231255317234231
32,bernoulli,1,16,1.0,pca,16,0.5692284688995215,0.5356838660459062
33,bernoulli,1,16,1.0,pca,16,0.5943888067120929,0.5795564199964016
34,bernoulli,1,16,1.0,pca,16,0.5654663443186156,0.5341335464997199
35,bernoulli,1,16,1.0,pca,16,0.597662480063796,0.5200769527055921
36,bernoulli,1,16,1.0,pca,16,0.6199327068105348,0.6291395666799688
37,bernoulli,1,16,1.0,pca,16,0.5858369609172435,0.5879660523145162
38,bernoulli,1,16,1.0,pca,16,0.5860590663702763,0.5002741955897125
39,bernoulli,1,16,1.0,pca,16,0.614882474729022,0.5587449569389225
4,bernoulli,1,16,1.0,pca,16,0.606519533231862,0.5715187328385635
40,bernoulli,1,16,1.0,pca,16,0.5758875739644971,0.526794401771457
41,bernoulli,1,16,1.0,pca,16,0.6144426392492544,0.5651867069372544
42,bernoulli,1,16,1.0,pca,16,0.589337065784451,0.5634824861582046
43,bernoulli,1,16,1.0,pca,16,0.5864746093750001,0.5522659257722576
44,bernoulli,1,16,1.0,pca,16,0.5855113975414727,0.5320682115081335
45,bernoulli,1,16,1.0,pca,16,0.5988610369805566,0.574668500543679
46,bernoulli,1,16,1.0,pca,16,0.5944951801116185,0.5235026874090694
47,bernoulli,1,16,1.0,pca,16,0.585171568627451,0.5236749537470076
48,bernoulli,1,16,1.0,pca,16,0.5522465915826912,0.5891246580725507
49,bernoulli,1,16,1.0,pca,16,0.610992829699239,0.5648449128747053
5,bernoulli,1,16,1.0,pca,16,0.6009657698803491,0.5683355686930588
6,bernoulli,1,16,1.0,pca,16,0.5792856441958592,0.5809371957680664
7,bernoulli,1,16,1.0,pca,16,0.5850183823529411,0.5421245791288699
8,bernoulli,1,16,1.0,pca,16,0.5616119431643626,0.5952535965581334
9,bernoulli,1,16,1.0,pca,16,0.6294834168766069,0.5267027455911076
