seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
3,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4185764671992598,0.5756561317780581,0.2941786134867652,0.926275659824047
1,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4320897833576633,0.5924901345819713,0.3081239069093269,0.9106157420853906
2,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4206273562349752,0.6030302664120969,0.4478751115226553,0.6173073880715076
3,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4200868149564992,0.5926130989911728,0.294491776368552,0.9274072796273936
1,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4341551436995901,0.570718114085461,0.310328496768445,0.9026043179397814
2,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4247594348876697,0.6239899783293456,0.4385712145488202,0.5949339942695424
3,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4248533374508483,0.5871808007566204,0.3000116162236669,0.9254131447300328
1,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4355284511621024,0.5795804252436905,0.3070098209425586,0.9093917264843784
2,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4301490039263629,0.5990244177522134,0.4340993493726644,0.5959781328552093
0,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4324618678564911,0.5925619768704875,0.3163044141615167,0.8997739600605081
3,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4252146178993963,0.5792264344262296,0.300263777143604,0.9222045885803
1,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4364422887009241,0.5740753011161174,0.3090896123405338,0.9108404907126952
2,bernoulli,1,none,1.0,1.0,raw,none,,5,0.425420153024768,0.5867188695813293,0.4469642456676917,0.5805234755400868
0,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4342277290923067,0.5749333109705451,0.3170852792386078,0.8990366475473108
3,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4287814384311573,0.5948376418663304,0.3021235055630031,0.923356908745903
2,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4275212911133665,0.601844019624429,0.440750326771001,0.6169909824394874
1,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4394129247292062,0.5688168124392614,0.3101851798145068,0.9060827351562176
0,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4352161708647721,0.5809373202990225,0.3158697123868057,0.9025709014251247
3,bernoulli,1,none,1.0,1.0,raw,none,,7,0.4285668063482163,0.5907609552332913,0.3074127607921263,0.9145454545454548
2,bernoulli,1,none,1.0,1.0,raw,none,,7,0.4304489671208009,0.6140508817297856,0.4404642975397101,0.581651988960959
1,bernoulli,1,none,1.0,1.0,raw,none,,7,0.4382208777477145,0.5782220897016815,0.3091873423435418,0.9115423979641232
0,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4372520595707052,0.5849047185483356,0.3172760417048239,0.9031282127613912
6,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4436249462739251,0.5383838057494041,0.3663237944591265,0.820935960591133
3,bernoulli,1,none,1.0,1.0,raw,none,,8,0.4296010363890402,0.5700937894073139,0.2992145682458519,0.9240572710022426
2,bernoulli,1,none,1.0,1.0,raw,none,,8,0.4260996057089123,0.6088064222474644,0.4461224368035926,0.598829299161525
1,bernoulli,1,none,1.0,1.0,raw,none,,8,0.4429205516717769,0.5592366816856613,0.3106600237391625,0.9107817103024772
0,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4410793140196298,0.5878398345153664,0.3226965941359934,0.9044332212941392
6,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4570460683914562,0.5165578960971827,0.3836856537715614,0.8084975369458128
5,bernoulli,1,none,1.0,1.0,raw,none,,2,0.422864653845008,0.6016014500731328,0.304585011680265,0.9192328304064638
3,bernoulli,1,none,1.0,1.0,raw,none,,9,0.4301222769017201,0.5858054854981084,0.3004188335850235,0.921831982059686
2,bernoulli,1,none,1.0,1.0,raw,none,,9,0.4249216028441623,0.5684337514400108,0.5050649996746278,0.6111058376839108
4,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4226185286465637,0.5919202535395303,0.3373904522844271,0.8776772817937961
1,bernoulli,1,none,1.0,1.0,raw,none,,9,0.440341289301957,0.5833535795270489,0.3096978319024763,0.9099484115458556
12,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4173522038319442,0.6102698829711011,0.4101416812307486,0.7061536901865368
0,bernoulli,1,none,1.0,1.0,raw,none,,7,0.4458258330376784,0.5989713117372693,0.3303414597894261,0.9059666928591456
6,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4486699608322406,0.4731232589529307,0.362242536535047,0.8199507389162561
3,bernoulli,1,none,1.0,1.0,raw,none,,10,0.4316889360414188,0.5749054224464061,0.3039428463355226,0.9196618940831464
5,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4253403366811765,0.6304633313936115,0.3054076633691944,0.917841536812598
2,bernoulli,1,none,1.0,1.0,raw,none,,10,0.4368096422524141,0.6076201754597965,0.4434436096297424,0.5891332243491711
4,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4232598463457742,0.5819965832220784,0.3381690273072478,0.8807070637595433
1,bernoulli,1,none,1.0,1.0,raw,none,,10,0.4438818990761547,0.6028525046382189,0.3104052310582393,0.9095991867557364
12,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4226298114172147,0.5995760687843324,0.4063513702684901,0.7081848858764918
6,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4498890395585188,0.5178125269234083,0.359827275331791,0.8405172413793104
0,bernoulli,1,none,1.0,1.0,raw,none,,8,0.4397437766308682,0.591839179605137,0.3229923954222021,0.8973127901220893
3,bernoulli,1,none,1.0,1.0,raw,none,,11,0.4305458339068749,0.5844557849936949,0.2990200947002235,0.9214248749353112
2,bernoulli,1,none,1.0,1.0,raw,none,,11,0.4267437057433191,0.5836515455446262,0.4976278898820711,0.5844715147040729
5,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4261092226459633,0.5972881902395294,0.3052751425160381,0.9142104322972489
4,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4237398855583266,0.5834026563216479,0.3389332401859798,0.8829527477818282
8,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4318226564212018,0.5811933183474149,0.4320954907962215,0.6042134358513862
1,bernoulli,1,none,1.0,1.0,raw,none,,11,0.4404630627219303,0.5833756662838296,0.3093610110154622,0.911044493312864
12,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4215717638721417,0.6025595095931853,0.4304813161632403,0.6773259182018305
6,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4507692199900068,0.5174284196318314,0.363769592694783,0.8211206896551724
0,bernoulli,1,none,1.0,1.0,raw,none,,9,0.4414962744269429,0.6083956296722255,0.3210073470837576,0.9027924413351932
3,bernoulli,1,none,1.0,1.0,raw,none,,12,0.4331532895976621,0.5696386349306432,0.3053345900268353,0.9168604450577884
2,bernoulli,1,none,1.0,1.0,raw,none,,12,0.4382818082646097,0.6172068218253297,0.4426148502906591,0.5761148904006047
5,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4282247441065835,0.5954697010207131,0.3058765391945159,0.9172334899826864
4,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4264707319876484,0.5834067142526711,0.340426515355435,0.8775569158814224
8,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4241181185743383,0.5769475234477947,0.4534276412007776,0.6059672802783702
16,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4310798800132434,0.5694419699196769,0.3074670818976449,0.9145628432416628
1,bernoulli,1,none,1.0,1.0,raw,none,,12,0.4431500213671677,0.5881758547574875,0.3131885096393451,0.9084858166327816
12,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4274801604926507,0.6229599554175624,0.4010906891358658,0.7083405746726914
6,bernoulli,1,none,1.0,1.0,raw,none,,7,0.452302976361741,0.534711452858907,0.35877042170627,0.8143472906403941
0,bernoulli,1,none,1.0,1.0,raw,none,,10,0.4420982607779022,0.5943769567439781,0.3209499668348337,0.9006116578454552
3,bernoulli,1,none,1.0,1.0,raw,none,,13,0.4330744167752262,0.5684032156368222,0.2987834672657063,0.9209867172675522
2,bernoulli,1,none,1.0,1.0,raw,none,,13,0.4372611585984983,0.6039345530125432,0.4393193019981296,0.5970117245864754
15,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4230169629118204,0.5744331850987825,0.3211907813303021,0.8945515501378052
5,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4316738858073431,0.577825440762468,0.3056913247915276,0.9178861956193146
4,bernoulli,1,none,1.0,1.0,raw,none,,6,0.427475611481814,0.6044470866084218,0.3402407618206766,0.8774606231515234
8,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4288114634074459,0.5830749554298116,0.4547957334134194,0.603252329105399
10,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4255010225158221,0.5885702178477185,0.3192099459755574,0.9129032258064516
14,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4145269667903447,0.6069102359487556,0.3067402890299681,0.9125375194065896
16,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4329381574425015,0.5624619541816994,0.3073470367504133,0.9163134192264056
1,bernoulli,1,none,1.0,1.0,raw,none,,13,0.441578552915392,0.589905984038637,0.308514947124943,0.909467795250543
6,bernoulli,1,none,1.0,1.0,raw,none,,8,0.4616630307575416,0.5455005600068924,0.373738651071434,0.8174261083743842
7,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4049734820997478,0.565523654296222,0.4442613811612889,0.6834231522956327
3,bernoulli,1,none,1.0,1.0,raw,none,,14,0.4333288741187983,0.5693351986128625,0.299149820042479,0.9223977919613592
12,bernoulli,1,none,1.0,1.0,raw,none,,6,0.4267209733299573,0.6080646445346709,0.4083463609167787,0.7088547097671185
0,bernoulli,1,none,1.0,1.0,raw,none,,11,0.441532083315498,0.5852780972461823,0.3208267456881129,0.8984862593332341
11,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4227509411914709,0.5769264646186132,0.3043977631393359,0.914576505088839
2,bernoulli,1,none,1.0,1.0,raw,none,,14,0.438157439126124,0.6202056698165648,0.443243658618565,0.5927367329360685
15,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4311214794547193,0.5940722380177071,0.3338432013644536,0.8952131525182027
5,bernoulli,1,none,1.0,1.0,raw,none,,7,0.4331961002588638,0.5700383750373528,0.3063294721173429,0.9159693022233216
47,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4069352056783998,0.6106696514286711,0.3119335285530884,0.9110628397298632
4,bernoulli,1,none,1.0,1.0,raw,none,,7,0.4289390461096342,0.5961242700796572,0.3395842186013288,0.8815977715111081
26,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4391066478105264,0.5662937400077279,0.3343329367518014,0.8993784237159543
8,bernoulli,1,none,1.0,1.0,raw,none,,5,0.4426026966246824,0.5724284939152003,0.4289953552686012,0.6020386687619261
22,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4321995736654015,0.5738687073575511,0.2946182987477134,0.917160917746215
34,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4197973377169717,0.5839661863689324,0.3139745612887624,0.9116389125737512
10,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4245805697246652,0.5897913978080398,0.3158924381369925,0.9095323616771432
24,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4448899054156546,0.5324277241415996,0.4130104122154007,0.7297307942964772
14,bernoulli,1,none,1.0,1.0,raw,none,,3,0.4164995056850069,0.6051287581417417,0.3082058557116235,0.9091116094531654
19,bernoulli,1,none,1.0,1.0,raw,none,,2,0.4115096877036546,0.6285326422312724,0.4272111976541403,0.6444244230369396
49,bernoulli,1,none,1.0,1.0,raw,none,,2,0.424088464053128,0.5955207995229432,0.3135609973554398,0.9095109139641032
16,bernoulli,1,none,1.0,1.0,raw,none,,4,0.4374511725562719,0.5594442712277107,0.3140793705674484,0.9142078556662284
