seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
3,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.448606455273215
2,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4389734320389173
1,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4519371379375524
5,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4340731230466433
0,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4572377675674328
4,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4580997301603021
8,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4463620950387162
6,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4517600449087594
7,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4423069836298263
31,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4403401048994132
18,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4482727372806196
10,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4477601628090005
47,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4364484172080011
15,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4513318987677542
19,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4403658903145038
38,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4402320401418351
34,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4518950310431585
39,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.438154208288516
27,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4655966871729545
14,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4440461104319408
46,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4487800612249621
43,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4498900497740746
35,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4464443946486492
36,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4717099197839947
11,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4580384591917193
22,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4495771056790676
42,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4527555636828192
30,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.463276891060662
23,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4402903401935535
26,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4525013117217973
9,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4453253995131318
24,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4429260522626114
20,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4322780718063682
13,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4603509241811011
16,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4430128751707158
33,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4459414975549189
40,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4409348325155288
32,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4552496721831078
12,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.43817750379472
28,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4572329117025742
48,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4584005172935866
44,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4459831307742691
21,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4448364792106665
29,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4475051205358094
25,beta,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4438520038924769
49,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4622212974978992
45,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4385756994378308
17,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4645830272736275
41,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4520786140857727
37,beta,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.45366963179217507
