seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,32,0.3,raw,32,0.5828873427883329,0.4518668861504893,6,2,30,2
2,beta,1,32,0.3,raw,32,0.608998429712569,0.4381603808680671,14,2,30,2
39,beta,1,32,0.3,raw,32,0.6447808262377798,0.4536121972012578,7,2,30,2
23,beta,1,32,0.3,raw,32,0.5903234649122807,0.4497386577473717,9,2,30,2
30,beta,1,32,0.3,raw,32,0.5579044117647058,0.4696650316063518,3,2,30,2
19,beta,1,32,0.3,raw,32,0.5844392401769452,0.4488134629101524,7,2,30,2
18,beta,1,32,0.3,raw,32,0.5354518093371597,0.4458760493602762,30,2,30,2
35,beta,1,32,0.3,raw,32,0.6142969363707776,0.4394510565815037,6,2,30,2
27,beta,1,32,0.3,raw,32,0.575669099756691,0.4561111611273832,19,2,30,2
47,beta,1,32,0.3,raw,32,0.6060077519379845,0.4552724529764665,26,2,30,2
46,beta,1,32,0.3,raw,32,0.5864772170504655,0.4591355419802524,5,2,30,2
15,beta,1,32,0.3,raw,32,0.5520758417783589,0.4470928474769647,24,2,30,2
43,beta,1,32,0.3,raw,32,0.5974714770274437,0.4521762518020895,28,2,30,2
38,beta,1,32,0.3,raw,32,0.5876715876715877,0.4457063439108368,14,2,30,2
42,beta,1,32,0.3,raw,32,0.5697298884321785,0.4424650271652648,16,2,30,2
31,beta,1,32,0.3,raw,32,0.5128522157870763,0.4455237640374846,26,2,30,2
3,beta,1,32,0.3,raw,32,0.5933965348152992,0.4517494567019178,21,2,30,2
7,beta,1,32,0.3,raw,32,0.5386085887895131,0.4598367446433211,11,2,30,2
22,beta,1,32,0.3,raw,32,0.6179026065871893,0.4399980176263281,29,2,30,2
6,beta,1,32,0.3,raw,32,0.5497869550966896,0.4535880682336772,22,2,30,2
11,beta,1,32,0.3,raw,32,0.6550215531107252,0.4326154308412592,6,2,30,2
14,beta,1,32,0.3,raw,32,0.625436667097943,0.4559075487795437,27,2,30,2
10,beta,1,32,0.3,raw,32,0.5734177215189873,0.4617751479196489,21,2,30,2
34,beta,1,32,0.3,raw,32,0.6276881720430108,0.440137728327475,13,2,30,2
26,beta,1,32,0.3,raw,32,0.576390160532259,0.4690260709966791,19,2,30,2
44,beta,1,32,0.3,raw,32,0.63228113609793,0.4352497404471319,11,2,30,2
20,beta,1,32,0.3,raw,32,0.5008863622470812,0.4704746625789091,27,2,30,2
28,beta,1,32,0.3,raw,32,0.5838161838161838,0.444878483800707,19,2,30,2
16,beta,1,32,0.3,raw,32,0.5896183206106871,0.4476273252719201,3,2,30,2
48,beta,1,32,0.3,raw,32,0.5792404056472459,0.4334324889109959,19,2,30,2
1,beta,1,32,0.3,raw,32,0.6770501303969864,0.4523466264965987,3,2,30,2
36,beta,1,32,0.3,raw,32,0.5438492063492063,0.4593474717228509,22,2,30,2
12,beta,1,32,0.3,raw,32,0.58359375,0.4504444318460029,16,2,30,2
40,beta,1,32,0.3,raw,32,0.5873745819397994,0.4468895776411679,30,2,30,2
32,beta,1,32,0.3,raw,32,0.5438607924921793,0.4455879095941314,14,2,30,2
4,beta,1,32,0.3,raw,32,0.5723964382500968,0.4553443555612551,23,2,30,2
8,beta,1,32,0.3,raw,32,0.623279180531089,0.4450914101796597,19,2,30,2
24,beta,1,32,0.3,raw,32,0.5227216900024564,0.4746618359617723,9,2,30,2
25,beta,1,32,0.3,raw,32,0.6053680574010099,0.4359599323038605,14,2,30,2
45,beta,1,32,0.3,raw,32,0.5219387755102041,0.4623846999350064,30,2,30,2
17,beta,1,32,0.3,raw,32,0.6197548666186012,0.4398164222317968,17,2,30,2
9,beta,1,32,0.3,raw,32,0.6186848958333333,0.4529938836969009,14,2,30,2
49,beta,1,32,0.3,raw,32,0.5172320217096337,0.4547107507063557,14,2,30,2
29,beta,1,32,0.3,raw,32,0.6246437330151786,0.4472717051530047,29,2,30,2
21,beta,1,32,0.3,raw,32,0.666883963494133,0.446298912156677,6,2,30,2
13,beta,1,32,0.3,raw,32,0.5390410958904109,0.4623552115084258,28,2,30,2
33,beta,1,32,0.3,raw,32,0.6406800746423389,0.4295732866562204,21,2,30,2
5,beta,1,32,0.3,raw,32,0.4979351858332749,0.4630561725731466,20,2,30,2
37,beta,1,32,0.3,raw,32,0.6013765978367748,0.4415118842194112,3,2,30,2
41,beta,1,32,0.3,raw,32,0.5949782390358219,0.44982416572088496,10,2,30,2
