seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,32,0.3,pca,32,0.6026525198938991,0.4913726146206323
1,bernoulli,1,32,0.3,pca,32,0.6421290228629678,0.6021354968387667
10,bernoulli,1,32,0.3,pca,32,0.5704906204906205,0.5237790601766619
11,bernoulli,1,32,0.3,pca,32,0.6037337555247707,0.545593121745502
12,bernoulli,1,32,0.3,pca,32,0.5997004306309681,0.5666372420113871
13,bernoulli,1,32,0.3,pca,32,0.5744641192917055,0.6170375496954966
14,bernoulli,1,32,0.3,pca,32,0.6387287024901704,0.6468766972616292
15,bernoulli,1,32,0.3,pca,32,0.5783173734610123,0.4876850761100101
16,bernoulli,1,32,0.3,pca,32,0.588235294117647,0.6380769951424085
17,bernoulli,1,32,0.3,pca,32,0.6566944959802102,0.5264555055486738
18,bernoulli,1,32,0.3,pca,32,0.6117216117216118,0.5009753429851598
19,bernoulli,1,32,0.3,pca,32,0.5560185185185186,0.5526840672328679
2,bernoulli,1,32,0.3,pca,32,0.6031804733727811,0.5111422312316575
20,bernoulli,1,32,0.3,pca,32,0.5840200207532198,0.6715555984334148
21,bernoulli,1,32,0.3,pca,32,0.6279680156259537,0.6281604016704218
22,bernoulli,1,32,0.3,pca,32,0.5726693688477128,0.5985671936214398
23,bernoulli,1,32,0.3,pca,32,0.6368298368298368,0.4392064058950159
24,bernoulli,1,32,0.3,pca,32,0.6482329243728255,0.6477479140477399
25,bernoulli,1,32,0.3,pca,32,0.5710302794527653,0.5735671310046636
26,bernoulli,1,32,0.3,pca,32,0.5805938169574535,0.6323498105794852
27,bernoulli,1,32,0.3,pca,32,0.6048801369863014,0.615107714012656
28,bernoulli,1,32,0.3,pca,32,0.6124127945241542,0.6253389393155947
29,bernoulli,1,32,0.3,pca,32,0.6548476081544774,0.5188377742734535
3,bernoulli,1,32,0.3,pca,32,0.6727863202545069,0.5389268400351699
30,bernoulli,1,32,0.3,pca,32,0.6230320516841247,0.5359109999886443
31,bernoulli,1,32,0.3,pca,32,0.5947063688999172,0.5073011024062325
32,bernoulli,1,32,0.3,pca,32,0.5958333333333333,0.5886818260359263
33,bernoulli,1,32,0.3,pca,32,0.684065524944155,0.4292030898474014
34,bernoulli,1,32,0.3,pca,32,0.6820125786163523,0.5369359239198335
35,bernoulli,1,32,0.3,pca,32,0.5613425925925926,0.5969879053590397
36,bernoulli,1,32,0.3,pca,32,0.6415770609318996,0.495979386010883
37,bernoulli,1,32,0.3,pca,32,0.5943950786056049,0.5066883849939353
38,bernoulli,1,32,0.3,pca,32,0.626774193548387,0.5194777554383917
39,bernoulli,1,32,0.3,pca,32,0.6092369477911647,0.5705655202962209
4,bernoulli,1,32,0.3,pca,32,0.628953143152188,0.6629049422112236
40,bernoulli,1,32,0.3,pca,32,0.5707570207570207,0.6634609639442789
41,bernoulli,1,32,0.3,pca,32,0.6471771576898119,0.6348728500182597
42,bernoulli,1,32,0.3,pca,32,0.57031708749266,0.5815061722523801
43,bernoulli,1,32,0.3,pca,32,0.5881578122059837,0.5314446821843412
44,bernoulli,1,32,0.3,pca,32,0.6501955207963029,0.5886750421774247
45,bernoulli,1,32,0.3,pca,32,0.6294300179650498,0.5533226306676863
46,bernoulli,1,32,0.3,pca,32,0.5982782369146005,0.5819393571855345
47,bernoulli,1,32,0.3,pca,32,0.5324767561983471,0.665698336649062
48,bernoulli,1,32,0.3,pca,32,0.6645888594164456,0.5064996915987663
49,bernoulli,1,32,0.3,pca,32,0.5351473922902494,0.5426858672789971
5,bernoulli,1,32,0.3,pca,32,0.5926282051282051,0.5218082522348342
6,bernoulli,1,32,0.3,pca,32,0.6538721448844439,0.5447651627501837
7,bernoulli,1,32,0.3,pca,32,0.6366157127621757,0.5829895885692752
8,bernoulli,1,32,0.3,pca,32,0.5576430976430976,0.5259511573908597
9,bernoulli,1,32,0.3,pca,32,0.6172213740458016,0.6377980498527817
