seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4961923502644201,0.4734240042144638
0,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5463616417537507,0.4735928862742241
4,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5002007782745488,0.4739132395102176
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5428029330182864,0.474482342709053
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4899915076367513,0.4654368295573803
7,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5408257019736049,0.4714673751130344
45,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5317144992660765,0.4643357169426045
6,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.4753642260286779,0.4743230450491331
23,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4729655520231272,0.4711129553123856
11,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5056803796261036,0.4678749977670313
15,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4685398417818255,0.4729406746331407
43,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4843061064516237,0.4734252946998866
27,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5112757419472842,0.4737782677744736
39,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.526727736825783,0.4655376192322845
35,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5337453394779279,0.4738150491820762
34,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4694930769417299,0.4761171605232674
31,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5088850668823683,0.468562040792044
47,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5686478090201735,0.4620521935678687
19,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5103094345861346,0.464767866592529
30,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.516094296601699,0.4767160480964084
46,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4894011254404105,0.4717232504368109
10,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4649913392769197,0.4743735115872279
38,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5093868542612029,0.4650102205076187
14,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4865844548304146,0.4669759877584771
22,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5393235618552886,0.4653357938952596
42,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.48128973167827,0.474790593467304
26,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4877113788940241,0.4713016677479705
8,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5312015729118239,0.4699500775455768
