seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
0,beta,54,none,1.0,1.0,raw,54,20,0.5,0.281572739545136
2,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2495620960358432
10,beta,54,none,1.0,1.0,raw,54,10,0.5,0.2711055500199741
6,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2747260658349709
8,beta,54,none,1.0,1.0,raw,54,10,0.5,0.2638855809846538
12,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2597641048530327
4,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2610414052572765
14,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2685810422970259
3,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2612997658342728
1,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2788658150178131
5,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2627702627363073
11,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2602512438210291
16,beta,54,none,1.0,1.0,raw,54,5,0.5,0.275442984182537
13,beta,54,none,1.0,1.0,raw,54,5,0.5,0.25782598113446
9,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2574181141093806
7,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2606209462351421
18,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2531730924060398
15,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2708588536171947
20,beta,54,none,1.0,1.0,raw,54,50,0.5,0.262878226658114
17,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2645497155546492
19,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2599147425992401
22,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2835105542769864
21,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2570344571084526
28,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2924738709687935
24,beta,54,none,1.0,1.0,raw,54,10,0.5,0.2900115619812784
26,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2703897927973256
32,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2564998356658751
30,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2551093282498025
23,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2748916786523618
34,beta,54,none,1.0,1.0,raw,54,50,0.5,0.255984981659787
36,beta,54,none,1.0,1.0,raw,54,5,0.5,0.2630851717274374
27,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2629096989280169
33,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2867677823375648
29,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2812804364583711
38,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2764980963163737
25,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2844221778134123
31,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2531469877135777
37,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2671342216599341
35,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2641737929119042
40,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2685564630623122
42,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2545011007954037
39,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2838090793720186
44,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2466110514569504
46,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2630125774686743
43,beta,54,none,1.0,1.0,raw,54,20,0.5,0.2787559446205599
48,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2497970308468108
41,beta,54,none,1.0,1.0,raw,54,5,0.5,0.2519834781076551
47,beta,54,none,1.0,1.0,raw,54,20,0.5,0.243971292900494
45,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2791619808719485
49,beta,54,none,1.0,1.0,raw,54,50,0.5,0.2583728105750332
