seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,32,0.1,raw,2,0.4482202129753709,0.4888392857142857,0.4122781814591696,0.7548922056384744
0,beta,1,32,0.1,raw,3,0.466084930945203,0.4776785714285714,0.4544765769726752,0.7306799336650083
0,beta,1,32,0.1,raw,4,0.4597430026728634,0.5044642857142858,0.4452412866235666,0.743615257048093
0,beta,1,32,0.1,raw,5,0.4573608579260683,0.4910714285714286,0.4318921491251631,0.7635157545605307
2,beta,1,32,0.1,raw,2,0.4222935260655864,0.5156695156695157,0.3940954161652545,0.7314102564102565
1,beta,1,32,0.1,raw,2,0.3809480026024023,0.64576802507837,0.3982162048035785,0.8201709401709402
0,beta,1,32,0.1,raw,6,0.4497708121102177,0.5104166666666666,0.4339701075916889,0.7436152570480928
3,beta,1,32,0.1,raw,2,0.4192245015515086,0.7276190476190475,0.3945345925671079,0.7701923076923076
28,beta,1,32,0.1,raw,2,0.4642749479900477,0.4584126984126984,0.3855513861333333,0.8346508563899868
8,beta,1,32,0.1,raw,2,0.420646149328924,0.6342857142857142,0.4146988854645561,0.781310837118754
12,beta,1,32,0.1,raw,2,0.4666555501970554,0.6050793650793651,0.3969789248789152,0.8286340852130326
20,beta,1,32,0.1,raw,2,0.4849940159271195,0.5115207373271888,0.3743157103880623,0.8467420212765957
40,beta,1,32,0.1,raw,2,0.4662319419933126,0.6053783614759225,0.3358142648924217,0.8554018445322793
32,beta,1,32,0.1,raw,2,0.4645945417936648,0.5276190476190475,0.3907796362927844,0.7637117346938775
16,beta,1,32,0.1,raw,2,0.4938275547926522,0.5852130325814536,0.4009855363216067,0.7886456908344733
36,beta,1,32,0.1,raw,2,0.4873058189119036,0.518542199488491,0.4227184059568624,0.7104989604989604
24,beta,1,32,0.1,raw,2,0.476142573217852,0.4865540963101938,0.3993140843996315,0.8185111989459815
4,beta,1,32,0.1,raw,2,0.4848208989946122,0.5731250000000001,0.4318200510899454,0.740530303030303
11,beta,1,32,0.1,raw,2,0.4558650568041688,0.516441005802708,0.4281237497798736,0.7909502262443439
48,beta,1,32,0.1,raw,2,0.4890101066531762,0.6322055137844612,0.3472197074269249,0.9085239085239084
44,beta,1,32,0.1,raw,2,0.487624588964974,0.6413043478260869,0.4086613797878584,0.7676609105180534
14,beta,1,32,0.1,raw,2,0.4762010610772094,0.5675675675675675,0.3782316869184063,0.8392156862745098
31,beta,1,32,0.1,raw,2,0.4479577485547515,0.5294117647058824,0.3639350463362584,0.8730867346938775
10,beta,1,32,0.1,raw,2,0.4889714360387944,0.4315856777493606,0.3798929129780193,0.8413461538461539
19,beta,1,32,0.1,raw,2,0.4446004897432808,0.6679174484052534,0.3450408669813993,0.9140168721609344
30,beta,1,32,0.1,raw,2,0.4563178828441435,0.533459595959596,0.357661099448935,0.8191721132897604
34,beta,1,32,0.1,raw,2,0.4271447982598171,0.6924552429667519,0.4067734866802637,0.8350451291627763
7,beta,1,32,0.1,raw,2,0.4847067957861132,0.458411507191995,0.3714901463394228,0.8784584980237153
15,beta,1,32,0.1,raw,2,0.4805413478185535,0.5745454545454546,0.3731469624252209,0.8669871794871794
27,beta,1,32,0.1,raw,2,0.4537159420661945,0.5564263322884012,0.3465717523748333,0.8579378068739771
22,beta,1,32,0.1,raw,2,0.4712939057020282,0.6205808080808082,0.3318584890263521,0.9047619047619048
23,beta,1,32,0.1,raw,2,0.4342145856868321,0.6454033771106943,0.3536918369572653,0.8081504702194358
18,beta,1,32,0.1,raw,2,0.4487237774139382,0.4957264957264957,0.3275578456490492,0.8826923076923077
38,beta,1,32,0.1,raw,2,0.4273871140036508,0.5821705426356589,0.4106616040467085,0.7927868852459017
35,beta,1,32,0.1,raw,2,0.4387208729501097,0.6325,0.3572647916882955,0.8453968253968255
39,beta,1,32,0.1,raw,2,0.4864070629109404,0.6452107279693486,0.4725126410867203,0.7058823529411765
43,beta,1,32,0.1,raw,2,0.4158720744872552,0.7272135416666666,0.4074669546934292,0.8088978766430738
46,beta,1,32,0.1,raw,2,0.4759046360123514,0.5358072916666667,0.3316167375748137,0.8867618429591174
42,beta,1,32,0.1,raw,2,0.4998826395821307,0.4160631994733377,0.3977401277706412,0.8185064935064935
5,beta,1,32,0.1,raw,2,0.5018729060451202,0.4993333333333333,0.4578166473252896,0.7568253968253967
47,beta,1,32,0.1,raw,2,0.4847303286973373,0.442151344590369,0.3623555808296975,0.8463114754098361
26,beta,1,32,0.1,raw,2,0.4719690734361056,0.586875,0.350200611336102,0.8563762626262625
17,beta,1,32,0.1,raw,2,0.4915852722451557,0.3905228758169935,0.4079746355196909,0.8225860340795188
6,beta,1,32,0.1,raw,2,0.4288628207039219,0.6306780776826859,0.4354437804411856,0.793157564344005
13,beta,1,32,0.1,raw,2,0.4591856170362312,0.6061381074168798,0.3924183116935608,0.8619727047146402
37,beta,1,32,0.1,raw,2,0.4856920180355429,0.5653389238294899,0.3667645351790418,0.8510436432637571
49,beta,1,32,0.1,raw,2,0.450743335471496,0.4703004891684136,0.4151296718648107,0.754375
33,beta,1,32,0.1,raw,2,0.4205234211081476,0.6284584980237155,0.3670757204724855,0.8733153638814016
41,beta,1,32,0.1,raw,2,0.4537597682521454,0.6210131332082551,0.3660045805316148,0.8517460317460317
29,beta,1,32,0.1,raw,2,0.4536591702707741,0.5684143222506394,0.43916894837329,0.7752380952380954
25,beta,1,32,0.1,raw,2,0.449239083534799,0.4337606837606838,0.3951720708272116,0.7572099262240107
45,beta,1,32,0.1,raw,2,0.4829746893644358,0.5137362637362638,0.4027429100634411,0.7983766233766234
9,beta,1,32,0.1,raw,2,0.4705621342003341,0.5103189493433395,0.4088854949838106,0.8649538866930172
21,beta,1,32,0.1,raw,2,0.4709527394563464,0.5540963101938712,0.4242548398566237,0.8012820512820513
2,beta,1,32,0.1,raw,3,0.4237343996546553,0.4836182336182336,0.4026861678093593,0.7326923076923076
1,beta,1,32,0.1,raw,3,0.381755127611929,0.6238244514106583,0.3699092834649918,0.8369230769230769
3,beta,1,32,0.1,raw,3,0.4262027928564718,0.7244444444444446,0.4159487101866291,0.7189102564102564
0,beta,1,32,0.1,raw,7,0.445378482681863,0.5267857142857143,0.4023338798127075,0.7830845771144279
28,beta,1,32,0.1,raw,3,0.4525743953920578,0.4876190476190476,0.3704971939359033,0.8537549407114625
12,beta,1,32,0.1,raw,3,0.4680976142563355,0.4533333333333333,0.410628383105783,0.8264411027568922
20,beta,1,32,0.1,raw,3,0.4710420203710232,0.4542462146148782,0.3698013689442864,0.8550531914893618
11,beta,1,32,0.1,raw,3,0.4621065154192714,0.5261121856866537,0.4525574220663007,0.7776772247360483
40,beta,1,32,0.1,raw,3,0.4680811401569577,0.5734834271419637,0.3851022167877012,0.8244400527009221
8,beta,1,32,0.1,raw,3,0.4393737212606084,0.66,0.4168092384399531,0.8043478260869565
14,beta,1,32,0.1,raw,3,0.4688268598486369,0.5593093093093093,0.3799641186312463,0.8262443438914027
32,beta,1,32,0.1,raw,3,0.4637175951224226,0.5174603174603175,0.3925716342674128,0.7621173469387754
16,beta,1,32,0.1,raw,3,0.4913315369009426,0.5482456140350878,0.3814981434728163,0.8334473324213406
36,beta,1,32,0.1,raw,3,0.4849410134016262,0.5402813299232736,0.463314039797188,0.7006237006237006
31,beta,1,32,0.1,raw,3,0.450701877475228,0.4884910485933504,0.4503595710364597,0.8772321428571428
24,beta,1,32,0.1,raw,3,0.4711851603830292,0.5297060662914321,0.4040721323940692,0.8181818181818182
4,beta,1,32,0.1,raw,3,0.4772110575099125,0.6,0.4124750440446648,0.7345328282828283
48,beta,1,32,0.1,raw,3,0.4705801047230197,0.6259398496240601,0.3264443749695859,0.8905058905058906
44,beta,1,32,0.1,raw,3,0.4920817973150344,0.6131713554987213,0.4048197585387617,0.7682888540031397
34,beta,1,32,0.1,raw,3,0.4279453506284466,0.6726342710997443,0.407572025708976,0.835978835978836
10,beta,1,32,0.1,raw,3,0.4884960160010002,0.4213554987212276,0.368781404451083,0.8426282051282051
30,beta,1,32,0.1,raw,3,0.4562105488377426,0.5467171717171717,0.3620447424167726,0.8197945845004669
19,beta,1,32,0.1,raw,3,0.4436387681573889,0.675422138836773,0.3576752436882816,0.8922777417261518
7,beta,1,32,0.1,raw,3,0.482310958034319,0.4377736085053158,0.350028516680577,0.8797760210803689
15,beta,1,32,0.1,raw,3,0.4435585683621779,0.5949090909090909,0.3700097766112957,0.8762820512820513
27,beta,1,32,0.1,raw,3,0.4577379875606991,0.5689655172413792,0.3577623048914766,0.8540098199672668
22,beta,1,32,0.1,raw,3,0.4673398423358336,0.6666666666666667,0.3549089740186115,0.9064386317907444
38,beta,1,32,0.1,raw,3,0.4331298958858098,0.5263565891472869,0.3994418556597853,0.8242622950819672
42,beta,1,32,0.1,raw,3,0.491942768711843,0.4101382488479262,0.398899838597391,0.823051948051948
23,beta,1,32,0.1,raw,3,0.43395688770778,0.6760475297060663,0.371440484535773,0.8018808777429466
18,beta,1,32,0.1,raw,3,0.4594482188359332,0.4886039886039886,0.3344881931232601,0.8724358974358974
43,beta,1,32,0.1,raw,3,0.4305354681080424,0.6484375000000001,0.4353091527751277,0.7994607347489047
