seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4492658341652432,0.4965156694544177,0.4541320626465398,0.7404413979332191
2,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4392555810066828,0.5198399957606514,0.4422500781743319,0.7358781826233382
7,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4500570684909655,0.5262715690208668,0.4428107442397022,0.7340202984235445
10,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4424241406670525,0.5169408063687724,0.4619218369972883,0.7496835819026635
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,3,0.4492183353588015,0.5128293881997148,0.4434594364936888,0.7509165498260373
5,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4480673754524333,0.4950200518413459,0.4465323688547257,0.7232491480871253
2,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,3,0.4397505029520408,0.5293037181581278,0.4555973316420517,0.7361249352751482
7,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,3,0.4503803658950561,0.5206849418138042,0.4535213085675988,0.7455288820806745
3,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4513160838402313,0.4923566155330081,0.4585046574419478,0.745543914998338
10,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,3,0.4408225360724702,0.5293149717514124,0.4501492524323129,0.7440905051804347
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,4,0.4491131699923346,0.5112871670285728,0.4543748258986526,0.7540824981392048
5,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,3,0.449513562530376,0.5072590111018731,0.4574332792064183,0.7275267925614526
2,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,4,0.4398002609787756,0.5376842246356031,0.4558220541614535,0.7221339558024702
3,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,3,0.4502597688222018,0.5098217432434939,0.4544868721382716,0.7396259162929572
7,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,4,0.4505875506824839,0.5411331887038523,0.4508983889595196,0.7430421387355368
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,5,0.4492552037582498,0.5201886211023441,0.4506330368764414,0.740416125737827
10,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,4,0.4404574129635513,0.5401258346173601,0.4522820557472665,0.7205837887216424
0,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,2,0.4564345776818131,0.5114351968225181,0.4614441237260358,0.7342011501772886
5,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,4,0.4489651171296395,0.4927746124125788,0.4503514976742959,0.7176332181219179
