seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4567603751289854,0.5194810218003704,0.4660984384605932,0.747639146567718
1,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4539404962853873,0.5094693856585165,0.4676503794078905,0.7316776354017365
0,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,3,0.4569101091559391,0.5088793124103632,0.4669431034395784,0.7595289631003916
3,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4524934412285956,0.5232216209568319,0.4648468273926495,0.7428811416034281
1,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,3,0.4535801344670007,0.5063800210602013,0.4651230365759916,0.7485208809482964
6,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4517850466055004,0.5168550718384606,0.4629670092176295,0.7423097083802327
0,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,4,0.4562945500923888,0.4961636277130662,0.4510917922777875,0.7423189376760806
1,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,4,0.4539797055397035,0.5097165861927265,0.466524244044422,0.7493430172714344
4,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4555980511925508,0.550115223270961,0.4413561665976814,0.7610327333141107
10,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4497302253366565,0.4892960189502867,0.4687329448140369,0.7619991805437676
3,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,3,0.4516186174416288,0.5149446562538433,0.4617385530823975,0.7598988993846231
11,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1.0,2,0.4547090466300109,0.532069970845481,0.4674560489496151,0.7168131066911352
