seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
15,bernoulli,1,none,1.0,raw,1,0.5718556545372186,0.2902958051482249,4,2,30,2
39,bernoulli,1,none,1.0,raw,1,0.5748070233789271,0.2902003010274704,10,2,30,2
43,bernoulli,1,none,1.0,raw,1,0.5243752410591975,0.3044739610699218,13,2,30,2
30,bernoulli,1,none,1.0,raw,1,0.6013566629656943,0.2795897195691184,16,2,30,2
27,bernoulli,1,none,1.0,raw,1,0.5516786944642432,0.267648771106921,2,2,30,2
34,bernoulli,1,none,1.0,raw,1,0.5469346200571497,0.2685210605722681,2,2,30,2
46,bernoulli,1,none,1.0,raw,1,0.5495833333333333,0.3589083087681075,29,2,30,2
18,bernoulli,1,none,1.0,raw,1,0.6146874387615129,0.281469987559274,25,2,30,2
42,bernoulli,1,none,1.0,raw,1,0.5842216660486961,0.2689214109882556,3,2,30,2
6,bernoulli,1,none,1.0,raw,1,0.520073664825046,0.3594540840704895,29,2,30,2
35,bernoulli,1,none,1.0,raw,1,0.5817450279941128,0.2836867314017524,19,2,30,2
26,bernoulli,1,none,1.0,raw,1,0.593523922222521,0.2772329270211575,4,2,30,2
11,bernoulli,1,none,1.0,raw,1,0.5416808024190574,0.2866885156307854,16,2,30,2
10,bernoulli,1,none,1.0,raw,1,0.5738784907902555,0.2776947486819131,3,2,30,2
2,bernoulli,1,none,1.0,raw,1,0.541658751266464,0.2870528496354119,30,2,30,2
47,bernoulli,1,none,1.0,raw,1,0.5718414297937066,0.2740270661965517,11,2,30,2
22,bernoulli,1,none,1.0,raw,1,0.5696378830083566,0.2914522978371562,10,2,30,2
3,bernoulli,1,none,1.0,raw,1,0.5992109503229984,0.262000999274059,2,2,30,2
7,bernoulli,1,none,1.0,raw,1,0.5714148895415656,0.290663435660641,28,2,30,2
14,bernoulli,1,none,1.0,raw,1,0.5822710647237543,0.2857982906352166,7,2,30,2
31,bernoulli,1,none,1.0,raw,1,0.6228688050859702,0.2865858689974588,5,2,30,2
23,bernoulli,1,none,1.0,raw,1,0.5792681178123835,0.275251272128437,2,2,30,2
38,bernoulli,1,none,1.0,raw,1,0.5751986229808855,0.2902286051488562,13,2,30,2
19,bernoulli,1,none,1.0,raw,1,0.58892280008468,0.2842544378699159,21,2,30,2
32,bernoulli,1,none,1.0,raw,1,0.5896590489613744,0.264618959931864,2,2,30,2
24,bernoulli,1,none,1.0,raw,1,0.5637135341941655,0.2913453710949356,26,2,30,2
0,bernoulli,1,none,1.0,raw,1,0.544837367352522,0.3142140587409552,30,2,30,2
16,bernoulli,1,none,1.0,raw,1,0.5302319944598339,0.295442677118606,11,2,30,2
48,bernoulli,1,none,1.0,raw,1,0.5803295666808456,0.2626259297350368,4,2,30,2
40,bernoulli,1,none,1.0,raw,1,0.5509259259259259,0.300700350198805,9,2,30,2
36,bernoulli,1,none,1.0,raw,1,0.5173170695776432,0.2779699295087537,10,2,30,2
12,bernoulli,1,none,1.0,raw,1,0.5942527821939587,0.2865472077727043,15,2,30,2
17,bernoulli,1,none,1.0,raw,1,0.5850821352964173,0.2672225371471496,2,2,30,2
28,bernoulli,1,none,1.0,raw,1,0.5595593327038085,0.2882917929481516,2,2,30,2
4,bernoulli,1,none,1.0,raw,1,0.5871776314765529,0.2661821188829506,3,2,30,2
44,bernoulli,1,none,1.0,raw,1,0.5207752395252396,0.2899738071385871,26,2,30,2
20,bernoulli,1,none,1.0,raw,1,0.5206418481278144,0.2882032898933185,24,2,30,2
9,bernoulli,1,none,1.0,raw,1,0.5930658783783784,0.2796168195400133,21,2,30,2
33,bernoulli,1,none,1.0,raw,1,0.5677011295527893,0.3063671690758336,25,2,30,2
37,bernoulli,1,none,1.0,raw,1,0.5798090040927695,0.2692506407514933,3,2,30,2
8,bernoulli,1,none,1.0,raw,1,0.5564097607399368,0.2655850829256439,6,2,30,2
1,bernoulli,1,none,1.0,raw,1,0.5590558425932479,0.2877716418992556,14,2,30,2
25,bernoulli,1,none,1.0,raw,1,0.5687943262411347,0.2838935197737937,2,2,30,2
41,bernoulli,1,none,1.0,raw,1,0.6599266160297492,0.3105840360851711,26,2,30,2
29,bernoulli,1,none,1.0,raw,1,0.6002952155742947,0.2916586894692844,5,2,30,2
45,bernoulli,1,none,1.0,raw,1,0.5680368921762253,0.2850877078519013,7,2,30,2
13,bernoulli,1,none,1.0,raw,1,0.5835482225102734,0.2614340728482242,3,2,30,2
21,bernoulli,1,none,1.0,raw,1,0.6074986867825742,0.2755807801756947,4,2,30,2
5,bernoulli,1,none,1.0,raw,1,0.5249290263742407,0.2849298911278418,22,2,30,2
49,bernoulli,1,none,1.0,raw,1,0.5443939393939394,0.29036127040096393,28,2,30,2
