seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
5,beta,1,16,0.5,raw,16,0.6100480816406633,0.4556632312124479
1,beta,1,16,0.5,raw,16,0.4915032679738562,0.4812180174071334
0,beta,1,16,0.5,raw,16,0.5632023776353673,0.4762685682276457
18,beta,1,16,0.5,raw,16,0.655536198219125,0.4550216377793443
2,beta,1,16,0.5,raw,16,0.5968701996927803,0.4666180767012724
30,beta,1,16,0.5,raw,16,0.6036543209876544,0.4433371584531262
11,beta,1,16,0.5,raw,16,0.6939720332577475,0.4288470284688925
47,beta,1,16,0.5,raw,16,0.5618701007838746,0.4627337290450042
46,beta,1,16,0.5,raw,16,0.6342650103519668,0.4390961447480707
35,beta,1,16,0.5,raw,16,0.690690988400912,0.4441741145650481
22,beta,1,16,0.5,raw,16,0.7130584192439863,0.4363990623573314
15,beta,1,16,0.5,raw,16,0.6732115677321157,0.4319082785287501
26,beta,1,16,0.5,raw,16,0.6294526901669759,0.4647000194779407
31,beta,1,16,0.5,raw,16,0.676958395802099,0.4345526359477719
38,beta,1,16,0.5,raw,16,0.6751632104454686,0.4346534906571673
43,beta,1,16,0.5,raw,16,0.6457815091210614,0.4365770277201551
6,beta,1,16,0.5,raw,16,0.5467168199126962,0.4792465077791845
23,beta,1,16,0.5,raw,16,0.5911940723852949,0.444758438623192
14,beta,1,16,0.5,raw,16,0.621565480124634,0.4502154364401385
10,beta,1,16,0.5,raw,16,0.5955492424242425,0.4493775294448907
3,beta,1,16,0.5,raw,16,0.663905325443787,0.439829313539294
39,beta,1,16,0.5,raw,16,0.6627358490566039,0.4418327836369381
34,beta,1,16,0.5,raw,16,0.6296024912987727,0.4387252374328756
27,beta,1,16,0.5,raw,16,0.5746261314443133,0.464570822853803
42,beta,1,16,0.5,raw,16,0.7332983193277312,0.389659145275021
7,beta,1,16,0.5,raw,16,0.6751838946960899,0.4347515799694954
19,beta,1,16,0.5,raw,16,0.6982462828821959,0.4248293814661759
37,beta,1,16,0.5,raw,16,0.5881193693693693,0.4514827235413286
17,beta,1,16,0.5,raw,16,0.6545647149460709,0.4363140312247736
29,beta,1,16,0.5,raw,16,0.6368343195266272,0.455875222552543
49,beta,1,16,0.5,raw,16,0.6811881188118812,0.4370941766273302
25,beta,1,16,0.5,raw,16,0.5757250816993463,0.4561608821892161
4,beta,1,16,0.5,raw,16,0.6090864197530864,0.4507794014877949
45,beta,1,16,0.5,raw,16,0.613580610342459,0.4480543885935495
24,beta,1,16,0.5,raw,16,0.5440485912617394,0.4744961607479261
41,beta,1,16,0.5,raw,16,0.6349115255858441,0.4392157188861903
13,beta,1,16,0.5,raw,16,0.7040752351097179,0.4086465571689864
33,beta,1,16,0.5,raw,16,0.5541302235179786,0.4668316688498845
8,beta,1,16,0.5,raw,16,0.6803135888501742,0.4305949772028894
20,beta,1,16,0.5,raw,16,0.567655814846826,0.4635309064523466
21,beta,1,16,0.5,raw,16,0.6990207373271888,0.4281486003524531
9,beta,1,16,0.5,raw,16,0.626953125,0.4341584386186234
16,beta,1,16,0.5,raw,16,0.4902864992150706,0.4641915081021137
32,beta,1,16,0.5,raw,16,0.6764220539701028,0.4401491713978764
40,beta,1,16,0.5,raw,16,0.7071668533034715,0.4193814015361822
12,beta,1,16,0.5,raw,16,0.68359375,0.431247895000683
48,beta,1,16,0.5,raw,16,0.650556586270872,0.4431157892397094
44,beta,1,16,0.5,raw,16,0.6569031903190319,0.4430276579263575
36,beta,1,16,0.5,raw,16,0.6501883239171374,0.4328927396079977
28,beta,1,16,0.5,raw,16,0.5484862598975315,0.4530674470328028
