seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,8,0.3,raw,8,0.5948592411260709,0.5192900649947476
20,beta,1,8,0.3,raw,8,0.5093596059113301,0.4625704982227407
26,beta,1,8,0.3,raw,8,0.5339602925809822,0.5979922976715447
18,beta,1,8,0.3,raw,8,0.430921052631579,0.4650134730438103
46,beta,1,8,0.3,raw,8,0.547027027027027,0.5915510718384861
1,beta,1,8,0.3,raw,8,0.7053763440860215,0.4244563110220754
40,beta,1,8,0.3,raw,8,0.5491452991452992,0.4568569796618222
39,beta,1,8,0.3,raw,8,0.6823069403714566,0.4348649644080243
42,beta,1,8,0.3,raw,8,0.6187499999999999,0.5380344816275789
2,beta,1,8,0.3,raw,8,0.5047021943573667,0.6244796971394946
30,beta,1,8,0.3,raw,8,0.5725490196078431,0.652905205425394
3,beta,1,8,0.3,raw,8,0.6575630252100839,0.5677829979143139
35,beta,1,8,0.3,raw,8,0.4722222222222222,0.4735264766918012
6,beta,1,8,0.3,raw,8,0.5482456140350878,0.4456925861473383
22,beta,1,8,0.3,raw,8,0.522466039707419,0.5310329667111156
14,beta,1,8,0.3,raw,8,0.5315126050420167,0.6435895108655002
7,beta,1,8,0.3,raw,8,0.6745945945945946,0.5241962172189458
19,beta,1,8,0.3,raw,8,0.5546218487394958,0.5652911291516571
31,beta,1,8,0.3,raw,8,0.5871848739495797,0.5767040833515343
38,beta,1,8,0.3,raw,8,0.554467564259486,0.5224014105709859
23,beta,1,8,0.3,raw,8,0.6265328874024526,0.4533779983600158
10,beta,1,8,0.3,raw,8,0.5855263157894737,0.4649840391660271
11,beta,1,8,0.3,raw,8,0.5416666666666667,0.5990987336728144
27,beta,1,8,0.3,raw,8,0.5054824561403508,0.4984294992360831
34,beta,1,8,0.3,raw,8,0.5854166666666667,0.4699604617897931
17,beta,1,8,0.3,raw,8,0.4779411764705882,0.5470497397136705
15,beta,1,8,0.3,raw,8,0.6624338624338625,0.6096821279988094
43,beta,1,8,0.3,raw,8,0.4770283479960899,0.5329651353859433
36,beta,1,8,0.3,raw,8,0.5396825396825397,0.5197202009050399
47,beta,1,8,0.3,raw,8,0.6303418803418803,0.4894331048888192
44,beta,1,8,0.3,raw,8,0.6260504201680672,0.4737513914817565
8,beta,1,8,0.3,raw,8,0.653288740245262,0.4223086106743821
32,beta,1,8,0.3,raw,8,0.5545454545454546,0.5186914813114926
28,beta,1,8,0.3,raw,8,0.6074074074074074,0.5152900648351529
25,beta,1,8,0.3,raw,8,0.6217345872518286,0.5279626393592531
48,beta,1,8,0.3,raw,8,0.625,0.516921609486025
12,beta,1,8,0.3,raw,8,0.6976190476190476,0.47744130575234
4,beta,1,8,0.3,raw,8,0.6412698412698413,0.5836253513834327
24,beta,1,8,0.3,raw,8,0.546875,0.4734654081572989
16,beta,1,8,0.3,raw,8,0.4768472906403941,0.6268423107291771
9,beta,1,8,0.3,raw,8,0.6280041797283176,0.4501156684779012
41,beta,1,8,0.3,raw,8,0.6799999999999999,0.5475179435019216
29,beta,1,8,0.3,raw,8,0.5,0.5040300202473831
37,beta,1,8,0.3,raw,8,0.508994708994709,0.5105818137462814
45,beta,1,8,0.3,raw,8,0.5920915712799167,0.4388485458482491
49,beta,1,8,0.3,raw,8,0.65625,0.5495254322359039
33,beta,1,8,0.3,raw,8,0.6541019955654102,0.4554027496467227
5,beta,1,8,0.3,raw,8,0.5277777777777778,0.5353686614230241
21,beta,1,8,0.3,raw,8,0.7055150884495316,0.4969269521412084
13,beta,1,8,0.3,raw,8,0.59465737514518,0.5304566237309458
