seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,54,none,1.0,0.25,pca,54,0.6999251270680048,0.2814040292062347
34,beta,54,none,1.0,0.25,pca,54,0.6733355577229094,0.2777367346297195
22,beta,54,none,1.0,0.25,pca,54,0.6434439465504016,0.2937537421333089
28,beta,54,none,1.0,0.25,pca,54,0.6663141328297135,0.3031456768219958
6,beta,54,none,1.0,0.25,pca,54,0.6323697711128651,0.3038034083660513
12,beta,54,none,1.0,0.25,pca,54,0.6388632750397456,0.2876206341875911
40,beta,54,none,1.0,0.25,pca,54,0.6428136313004733,0.2893624939904139
8,beta,54,none,1.0,0.25,pca,54,0.6541026632366281,0.2879842287685902
18,beta,54,none,1.0,0.25,pca,54,0.629278528969887,0.2758926793264097
2,beta,54,none,1.0,0.25,pca,54,0.7085826684397164,0.2708942943825491
30,beta,54,none,1.0,0.25,pca,54,0.6117707126127513,0.285364414685464
46,beta,54,none,1.0,0.25,pca,54,0.6727310606060606,0.2817914968706592
36,beta,54,none,1.0,0.25,pca,54,0.6659632297697442,0.2768972187082681
24,beta,54,none,1.0,0.25,pca,54,0.6356886657101866,0.297753940280751
14,beta,54,none,1.0,0.25,pca,54,0.6869774098780519,0.2726489549770367
48,beta,54,none,1.0,0.25,pca,54,0.6321040853692367,0.2753596728090097
26,beta,54,none,1.0,0.25,pca,54,0.656183605411075,0.2879246535046814
20,beta,54,none,1.0,0.25,pca,54,0.6925120288692863,0.2838236095301333
44,beta,54,none,1.0,0.25,pca,54,0.6628146003146003,0.2603436971794187
4,beta,54,none,1.0,0.25,pca,54,0.635546528458701,0.2791132289832024
42,beta,54,none,1.0,0.25,pca,54,0.6833711840316402,0.262992237286537
32,beta,54,none,1.0,0.25,pca,54,0.634245276687137,0.2890208059604341
1,beta,54,none,1.0,0.25,pca,54,0.6749734588435135,0.2868562088216129
10,beta,54,none,1.0,0.25,pca,54,0.6760138146167558,0.28138904313471
38,beta,54,none,1.0,0.25,pca,54,0.5681331318916725,0.3210840817780281
35,beta,54,none,1.0,0.25,pca,54,0.677231948050027,0.2744377098890634
16,beta,54,none,1.0,0.25,pca,54,0.6808587257617729,0.2854614584064118
29,beta,54,none,1.0,0.25,pca,54,0.6289793937583994,0.3097826593436833
7,beta,54,none,1.0,0.25,pca,54,0.7003974588175201,0.2630194185552536
13,beta,54,none,1.0,0.25,pca,54,0.6699233293802918,0.2682770420915312
19,beta,54,none,1.0,0.25,pca,54,0.6664226236680545,0.2877105853862494
25,beta,54,none,1.0,0.25,pca,54,0.6663136725640066,0.2888660923522452
47,beta,54,none,1.0,0.25,pca,54,0.6753446145070824,0.2729905699386776
41,beta,54,none,1.0,0.25,pca,54,0.6030293140280086,0.2871386843921575
31,beta,54,none,1.0,0.25,pca,54,0.7033620502817511,0.2704000843799546
3,beta,54,none,1.0,0.25,pca,54,0.5922691201493773,0.302685641396279
37,beta,54,none,1.0,0.25,pca,54,0.6312284804781394,0.2821834887729589
15,beta,54,none,1.0,0.25,pca,54,0.7085761739393024,0.2812829660592794
9,beta,54,none,1.0,0.25,pca,54,0.6521621621621622,0.2842786426573485
27,beta,54,none,1.0,0.25,pca,54,0.6563131088144453,0.2797621206550383
33,beta,54,none,1.0,0.25,pca,54,0.5816492759031475,0.320141153328712
5,beta,54,none,1.0,0.25,pca,54,0.599447656031655,0.288658310567636
43,beta,54,none,1.0,0.25,pca,54,0.6458923512747875,0.3019506215020113
21,beta,54,none,1.0,0.25,pca,54,0.5738028193271161,0.2849694646196161
11,beta,54,none,1.0,0.25,pca,54,0.614405223573653,0.2918063947357993
39,beta,54,none,1.0,0.25,pca,54,0.7012994186447934,0.2945862306432585
23,beta,54,none,1.0,0.25,pca,54,0.6985251942986607,0.2761485039994239
49,beta,54,none,1.0,0.25,pca,54,0.6166969696969697,0.2860869022551983
17,beta,54,none,1.0,0.25,pca,54,0.6455494987792194,0.2813583668580421
45,beta,54,none,1.0,0.25,pca,54,0.6203325971157594,0.3055366762546946
