seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,54,none,1.0,0.25,raw,54,0.6629278196138285,0.295331682863819
6,beta,54,none,1.0,0.25,raw,54,0.6433471454880294,0.3005127637408906
28,beta,54,none,1.0,0.25,raw,54,0.6464589235127478,0.3145241627508217
8,beta,54,none,1.0,0.25,raw,54,0.640674954274413,0.2826587575249817
30,beta,54,none,1.0,0.25,raw,54,0.6465017707936559,0.2837849264243864
18,beta,54,none,1.0,0.25,raw,54,0.6565296557580509,0.2864821973166024
12,beta,54,none,1.0,0.25,raw,54,0.6228974562798091,0.2956618820716833
40,beta,54,none,1.0,0.25,raw,54,0.6181295252018937,0.3035032782872477
24,beta,54,none,1.0,0.25,raw,54,0.6416666666666666,0.2938441992949682
46,beta,54,none,1.0,0.25,raw,54,0.6005113636363636,0.3048949757898329
2,beta,54,none,1.0,0.25,raw,54,0.6865936866767984,0.2812188316664719
34,beta,54,none,1.0,0.25,raw,54,0.6168574508495457,0.2979518533925888
20,beta,54,none,1.0,0.25,raw,54,0.6841804947258034,0.2910491360821113
22,beta,54,none,1.0,0.25,raw,54,0.6276593597351742,0.3084953609987971
42,beta,54,none,1.0,0.25,raw,54,0.6802813311086392,0.2675385968046497
36,beta,54,none,1.0,0.25,raw,54,0.6797557490313931,0.2829512561338456
14,beta,54,none,1.0,0.25,raw,54,0.637465788394419,0.2982496009609753
48,beta,54,none,1.0,0.25,raw,54,0.6378650293133102,0.2970740253484824
4,beta,54,none,1.0,0.25,raw,54,0.6649818679864905,0.2826901229038381
26,beta,54,none,1.0,0.25,raw,54,0.6473153053814916,0.2937857362639796
32,beta,54,none,1.0,0.25,raw,54,0.5716173361522198,0.3062825998160349
10,beta,54,none,1.0,0.25,raw,54,0.6877748068924538,0.2954896425862206
1,beta,54,none,1.0,0.25,raw,54,0.6410609384952933,0.301141263343674
38,beta,54,none,1.0,0.25,raw,54,0.5522320187010019,0.3396946590971155
16,beta,54,none,1.0,0.25,raw,54,0.6955955678670359,0.2906386346592493
44,beta,54,none,1.0,0.25,raw,54,0.6102486414986414,0.2886402293450196
7,beta,54,none,1.0,0.25,raw,54,0.6923964053122207,0.2749649437321073
41,beta,54,none,1.0,0.25,raw,54,0.6408734868264895,0.2860652075571249
29,beta,54,none,1.0,0.25,raw,54,0.630696580558459,0.3108087910665402
47,beta,54,none,1.0,0.25,raw,54,0.6387964635421618,0.2818390849381179
13,beta,54,none,1.0,0.25,raw,54,0.6683202791031193,0.2709067669985757
9,beta,54,none,1.0,0.25,raw,54,0.5968074324324324,0.3004096324051263
19,beta,54,none,1.0,0.25,raw,54,0.6773604544492273,0.2843285658937186
3,beta,54,none,1.0,0.25,raw,54,0.5474973271695102,0.3157397420444668
31,beta,54,none,1.0,0.25,raw,54,0.6401757332755382,0.2906531438223717
35,beta,54,none,1.0,0.25,raw,54,0.6566486942244114,0.2797807756383925
25,beta,54,none,1.0,0.25,raw,54,0.6371231760115452,0.3041383489508412
37,beta,54,none,1.0,0.25,raw,54,0.578527757927485,0.3041598691028329
15,beta,54,none,1.0,0.25,raw,54,0.6984523629775026,0.2861449724028673
21,beta,54,none,1.0,0.25,raw,54,0.5607438407949916,0.298342053893748
43,beta,54,none,1.0,0.25,raw,54,0.6177000625091437,0.3110315151989593
49,beta,54,none,1.0,0.25,raw,54,0.6426515151515151,0.2851282262749202
5,beta,54,none,1.0,0.25,raw,54,0.5938322815998117,0.3152059346053347
23,beta,54,none,1.0,0.25,raw,54,0.6715599816455877,0.2844967335268765
39,beta,54,none,1.0,0.25,raw,54,0.6757840009942416,0.297642531291579
11,beta,54,none,1.0,0.25,raw,54,0.6002776308831305,0.2985316657254425
17,beta,54,none,1.0,0.25,raw,54,0.631084539975953,0.2948106846667571
33,beta,54,none,1.0,0.25,raw,54,0.5574146369468804,0.3250699073543094
45,beta,54,none,1.0,0.25,raw,54,0.6015525529427049,0.3188657770075427
27,beta,54,none,1.0,0.25,raw,54,0.6325916191494416,0.29462650489018183
