data_source,dataset_selector,corpus_slug,embedding_slug,embedding_type,model_type,seed,test_size,train_retention,n_samples,araf_auc,araf_rmse,selected_knn_k_x,lambda_tau_x,epochs_x,araf_latent_dim_x,araf_dropout_x,araf_artifact_path,knn_auc,knn_rmse,selected_knn_k_y,lambda_tau_y,epochs_y,araf_latent_dim_y,araf_dropout_y,knn_artifact_path
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,27,0.1,1.0,1,0.8257859041041316,0.4009208703699172,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-20-21-22-23-24-25-26-27-28-29-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8207966830277416,0.406891756078946,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-20-21-22-23-24-25-26-27-28-29-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,28,0.1,1.0,1,0.8285257055403716,0.3981112659247292,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-20-21-22-23-24-25-26-27-28-29-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8241609406336993,0.4028935980710233,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-20-21-22-23-24-25-26-27-28-29-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,29,0.1,1.0,1,0.816958668026792,0.404599357638601,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-20-21-22-23-24-25-26-27-28-29-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8163350436573726,0.407861393157066,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-20-21-22-23-24-25-26-27-28-29-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,3,0.1,1.0,1,0.8287733737430368,0.3987887647973122,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.825084581569163,0.4032684366702473,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,4,0.1,1.0,1,0.8285338342212382,0.3959234432082664,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8242431854343322,0.400793273180297,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,42,0.1,1.0,1,0.7888835318104886,0.4180161458175712,,0.029,1000.0,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-42-test-0-1-ret-1-0-n-1-tau-0-029-epochs-1000.csv,0.823439351025718,0.4028762145809716,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-42-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,5,0.1,1.0,1,0.8212246635147283,0.4013613958010507,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8208263329732562,0.404454444734256,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,6,0.1,1.0,1,0.8194091117671889,0.4042205922866675,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8220706240493626,0.4056448464027571,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,7,0.1,1.0,1,0.8261449115526057,0.4009488378157103,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.824956957072571,0.4042426547490174,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,8,0.1,1.0,1,0.8269246757513705,0.3986464868617758,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8220069691993745,0.4037326985895027,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
hf,all-ready,src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1,rawemb-src-hf_all-ready_mins4_mini50_bounded01_mdb-raw-matrix-v1_model-qwen3-8b_maxchars20000_mdb-raw-embedding-v1,raw,bernoulli,9,0.1,1.0,1,0.8311383671953417,0.3972537651279696,,0.0,1000.0,128.0,0.0,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/araf/araf_raw_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-araf-k-128-dropout-0-0-tau-sweep-1-epochs-1000.csv,0.8299419674037684,0.3989052551292986,10.0,,,,,/Data/home/v-qizhengli/workspace/reeval-multi/model/result/measurement_db_raw/baselines/baseline_metrics_corpus-src-hf-all-ready-mins4-mini50-bounded01-mdb-raw-matrix-v1-emb-raw-qwen3-embedding-8b-mc20000-model-bernoulli-seed-3-4-5-6-7-8-9-test-0-1-ret-1-0-n-1-k-5-10-20-50.csv
