comparison,n,araf_auc_mean,knn_auc_mean,auc_diff_mean,auc_wins,auc_paired_t,auc_paired_t_p,auc_wilcoxon_stat,auc_wilcoxon_p,auc_sign_p,araf_rmse_mean,knn_rmse_mean,rmse_diff_mean,rmse_wins,rmse_paired_t,rmse_paired_t_p,rmse_wilcoxon_stat,rmse_wilcoxon_p,rmse_sign_p
all_seeds_0_19,20,0.8246398138698477,0.8227173169503326,0.0019224969195150653,16,2.6022208016815793,0.017502078819132304,42.0,0.017181396484375,0.005908966064453125,0.4001532534914271,0.404006317585616,-0.003853064094188838,20,-9.141097610787146,2.1909367224902596e-08,0.0,1.9073486328125e-06,9.5367431640625e-07
out_of_selection_seeds_3_19,17,0.8245544968155197,0.8231229307504142,0.0014315660651052007,13,1.8035441494190672,0.0901641748788974,39.0,0.079681396484375,0.0245208740234375,0.4001964040100161,0.40374803175597235,-0.0035516277459562364,17,-7.995977904587912,5.581743052536478e-07,0.0,1.52587890625e-05,7.62939453125e-06
new_confirmation_seeds_10_19,10,0.8235277508118323,0.8223959205055218,0.0011318303063106105,7,0.9523674291593717,0.36578589247283777,16.0,0.275390625,0.171875,0.4006195582271522,0.4042674930396154,-0.003647934812463233,10,-5.457996882802214,0.0004014702190202758,0.0,0.001953125,0.0009765625
