seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5286290150121894,0.4426733414527818
5,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.595834026276401,0.4715196168081256
7,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5869276094276094,0.4412736102641562
0,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5595130730106112,0.4821851667000368
4,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5652704760263151,0.4611933693068379
11,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.6197686155757435,0.4577520018043686
14,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6443695774239707,0.4316066193454854
26,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5738844587716322,0.4821289964984502
10,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6043344840813195,0.4555292308558765
39,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5747502903600465,0.4679805161870857
1,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5884172433716935,0.483863021624472
33,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.6123237404139523,0.46526492296399
6,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5548027341407843,0.4817299146716391
42,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,10,0.5724345502826516,0.4530026665339609
38,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5686274509803921,0.4577107065712554
46,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6138645530218515,0.4546219008274288
30,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5747371596001378,0.4511682914822766
34,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6039037395799376,0.4356707067606326
31,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6174271595430626,0.4306797362089903
18,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6153401396771297,0.4490337156602011
22,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5550555826596042,0.4871557310021954
9,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.641049830672472,0.4410882158570736
3,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5913253997645356,0.4679213511005187
15,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,50,0.5887343643602501,0.4478267165361151
19,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6081296387926769,0.4269285406100442
27,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5470656571726155,0.4639006753177336
35,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.593103169935771,0.4562153339280302
47,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6386561672240001,0.4297930154426381
23,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5188981422165279,0.482515858750302
43,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,10,0.5290245090818442,0.4849295978966733
45,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5455097220817262,0.4898624453102682
49,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5749651324965133,0.4536464256110487
21,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6144402317527533,0.438985754073014
29,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5933114256825076,0.4591093826504264
41,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6178798866510253,0.4089718384082863
37,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.5862901778937053,0.4601433264790917
25,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,50,0.5561541565778854,0.4869139639574694
13,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,10,0.5938802284303133,0.4803051863977862
17,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5503526705078656,0.4576744053587611
16,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5500572241296932,0.4688096485333471
36,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5809248554913296,0.4797635524489438
28,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5719974261264875,0.496404325333209
24,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,5,0.5072215773392573,0.5123976360996848
12,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.6375944192156553,0.4531917029646101
44,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5995297426769508,0.4276927771002331
48,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5926574748569555,0.4398442032915019
40,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6072554882044561,0.4429152024078329
20,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5595817749244314,0.4477560195124186
32,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5398550724637682,0.4409714642048459
8,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5706878930817609,0.4634487151771488
