seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5515482656858133,0.4108996602321361,2,2,30,2
5,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5946721917327272,0.4390856244659787,18,2,30,2
7,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5800484006734007,0.4291136811550154,15,2,30,2
0,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5729009246169096,0.4385358944450332,8,2,30,2
4,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5999382343646759,0.4439234233516488,27,2,30,2
11,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5804449103191242,0.4391991962489345,26,2,30,2
14,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5923490735206216,0.4195862781941558,6,2,30,2
26,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5863950627757041,0.4447661779665931,14,2,30,2
10,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5854430379746834,0.4256792558771507,4,2,30,2
39,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5413542392566784,0.4348336097228543,6,2,30,2
1,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5672583595077046,0.442886284985073,4,2,30,2
33,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5550383441906489,0.4391478262152907,15,2,30,2
6,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5452199647097117,0.4433713566845764,12,2,30,2
42,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,10,0.5975127478292036,0.4303165686033409,10,2,30,2
38,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6017940152888249,0.422047350257543,6,2,30,2
46,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5884555674309385,0.4336918213053561,8,2,30,2
30,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6007217338848674,0.4336812730037855,25,2,30,2
34,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5956259022959065,0.4394421215799082,26,2,30,2
31,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6109881059341976,0.4143832961355251,2,2,30,2
18,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6267465980960496,0.4163812633410934,3,2,30,2
22,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5527686785614719,0.4483922071544977,20,2,30,2
9,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.6102926947266569,0.4350173022950802,11,2,30,2
3,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5856267169285703,0.4241226684625401,2,2,30,2
15,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,50,0.5965314798569404,0.4112075592740055,2,2,30,2
19,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6252177140029689,0.4266060880252083,12,2,30,2
27,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5580419020149822,0.4351617110781197,9,2,30,2
35,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5937431533307964,0.4208922949960086,3,2,30,2
47,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.60731065645488,0.4370056833884045,29,2,30,2
23,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5590676140003494,0.4328875934444423,9,2,30,2
43,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,10,0.5136114353053154,0.4310843909900983,3,2,30,2
45,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5647383768235776,0.4446902193641752,14,2,30,2
49,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5807221021656168,0.440050253490873,23,2,30,2
21,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6041656408488848,0.4287754957386954,18,2,30,2
29,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5567669362992922,0.4370142078861549,20,2,30,2
