seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
12,bernoulli,54,none,1.0,1.0,pca,54,0.6736406995230525,0.3923609688101241
20,bernoulli,54,none,1.0,1.0,pca,54,0.7623912775276046,0.3844860242206063
0,bernoulli,54,none,1.0,1.0,pca,54,0.7033484039106709,0.3975681844447944
8,bernoulli,54,none,1.0,1.0,pca,54,0.6666381656232807,0.4057159581644023
4,bernoulli,54,none,1.0,1.0,pca,54,0.6677366889231297,0.4058822104057645
24,bernoulli,54,none,1.0,1.0,pca,54,0.7012882592061215,0.4365741777052849
16,bernoulli,54,none,1.0,1.0,pca,54,0.7060041551246538,0.408323954536138
28,bernoulli,54,none,1.0,1.0,pca,54,0.6890966320428078,0.4207949765668841
48,bernoulli,54,none,1.0,1.0,pca,54,0.7025300068428547,0.3733550591228342
36,bernoulli,54,none,1.0,1.0,pca,54,0.64349376114082,0.4180604352838757
44,bernoulli,54,none,1.0,1.0,pca,54,0.6586586586586586,0.3875924077138777
40,bernoulli,54,none,1.0,1.0,pca,54,0.6873825187969924,0.374351098980519
32,bernoulli,54,none,1.0,1.0,pca,54,0.6219378167052586,0.4011443881802351
7,bernoulli,54,none,1.0,1.0,pca,54,0.7325732665049163,0.3596574668376456
3,bernoulli,54,none,1.0,1.0,pca,54,0.6846549413483112,0.398705168179928
15,bernoulli,54,none,1.0,1.0,pca,54,0.772776687301827,0.3752849013180863
6,bernoulli,54,none,1.0,1.0,pca,54,0.6994771112865035,0.4201959469655591
5,bernoulli,54,none,1.0,1.0,pca,54,0.5994108821322978,0.4321090090206447
13,bernoulli,54,none,1.0,1.0,pca,54,0.7458975702584185,0.3917746601291428
19,bernoulli,54,none,1.0,1.0,pca,54,0.707435078681815,0.3853853144222768
9,bernoulli,54,none,1.0,1.0,pca,54,0.7099451013513512,0.3811483998232652
23,bernoulli,54,none,1.0,1.0,pca,54,0.6968295620751958,0.4017575818006922
47,bernoulli,54,none,1.0,1.0,pca,54,0.675553759863105,0.3789580988066235
11,bernoulli,54,none,1.0,1.0,pca,54,0.6703001696290287,0.4183462701876733
14,bernoulli,54,none,1.0,1.0,pca,54,0.7390627484787866,0.3583710787358688
43,bernoulli,54,none,1.0,1.0,pca,54,0.7069684395323784,0.4140333309335793
2,bernoulli,54,none,1.0,1.0,pca,54,0.7365161157548125,0.3805913911585522
22,bernoulli,54,none,1.0,1.0,pca,54,0.7320421729710819,0.3956028388507318
10,bernoulli,54,none,1.0,1.0,pca,54,0.7446412655971479,0.3689129243187969
18,bernoulli,54,none,1.0,1.0,pca,54,0.6560642432556013,0.4011908930622984
26,bernoulli,54,none,1.0,1.0,pca,54,0.6707904149745851,0.4229671152997143
35,bernoulli,54,none,1.0,1.0,pca,54,0.7159170752993558,0.3932839875396884
39,bernoulli,54,none,1.0,1.0,pca,54,0.7823383084577115,0.3721331045276025
31,bernoulli,54,none,1.0,1.0,pca,54,0.7347294466117613,0.362082935343276
49,bernoulli,54,none,1.0,1.0,pca,54,0.6609583333333333,0.398247860675868
42,bernoulli,54,none,1.0,1.0,pca,54,0.7506720430107527,0.3662052408411089
1,bernoulli,54,none,1.0,1.0,pca,54,0.6575801542925898,0.4213400026949939
17,bernoulli,54,none,1.0,1.0,pca,54,0.6880665933952452,0.4020418682690244
21,bernoulli,54,none,1.0,1.0,pca,54,0.5955548666546109,0.4014310205938323
33,bernoulli,54,none,1.0,1.0,pca,54,0.685803509681881,0.4139424455886661
45,bernoulli,54,none,1.0,1.0,pca,54,0.6396719978313906,0.440425745910465
25,bernoulli,54,none,1.0,1.0,pca,54,0.73656644357873,0.3896916109799736
34,bernoulli,54,none,1.0,1.0,pca,54,0.705987030097702,0.3782088951170266
41,bernoulli,54,none,1.0,1.0,pca,54,0.7302496241791282,0.369280874261974
37,bernoulli,54,none,1.0,1.0,pca,54,0.695196950995041,0.4046092646323004
30,bernoulli,54,none,1.0,1.0,pca,54,0.6351395158479953,0.3953131302538284
27,bernoulli,54,none,1.0,1.0,pca,54,0.7228112378237112,0.380491597549009
38,bernoulli,54,none,1.0,1.0,pca,54,0.6575115941702182,0.4102482647089083
46,bernoulli,54,none,1.0,1.0,pca,54,0.7248106060606061,0.3881594476447574
29,bernoulli,54,none,1.0,1.0,pca,54,0.6388554261663618,0.42890918640354475
