seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,1.0,raw,max,0.7162511851747897,0.4206105462434957
7,beta,1,max,1.0,1.0,raw,max,0.7672413842391768,0.3919067905617884
1,beta,1,max,1.0,1.0,raw,max,0.6988814978426134,0.4279827285272004
4,beta,1,max,1.0,1.0,raw,max,0.7025117983109787,0.4224188971974511
36,beta,1,max,1.0,1.0,raw,max,0.6762904847396769,0.4316335824245184
16,beta,1,max,1.0,1.0,raw,max,0.7398152376268924,0.4026056196705538
12,beta,1,max,1.0,1.0,raw,max,0.7396010772078825,0.397656067134313
24,beta,1,max,1.0,1.0,raw,max,0.7074320932378161,0.4160398198645335
40,beta,1,max,1.0,1.0,raw,max,0.7128431859895993,0.4113695636391216
2,beta,1,max,1.0,1.0,raw,max,0.7005826704784541,0.4085598714579665
8,beta,1,max,1.0,1.0,raw,max,0.7217972745234775,0.4170618110798537
32,beta,1,max,1.0,1.0,raw,max,0.6366444707851067,0.4429991010329552
20,beta,1,max,1.0,1.0,raw,max,0.6958749059288352,0.4107620307021874
28,beta,1,max,1.0,1.0,raw,max,0.7181315752767908,0.4225875699974266
3,beta,1,max,1.0,1.0,raw,max,0.6780036280900259,0.4372623513409137
44,beta,1,max,1.0,1.0,raw,max,0.679956717889648,0.4249518830044571
48,beta,1,max,1.0,1.0,raw,max,0.5988045978728489,0.4608942593481247
11,beta,1,max,1.0,1.0,raw,max,0.7212372253887789,0.4148847943994831
27,beta,1,max,1.0,1.0,raw,max,0.6296630648956189,0.4502647826242514
6,beta,1,max,1.0,1.0,raw,max,0.7046529605499705,0.422884122726992
14,beta,1,max,1.0,1.0,raw,max,0.6447667849165681,0.4426962645138506
5,beta,1,max,1.0,1.0,raw,max,0.7616747335145873,0.3798441928561228
21,beta,1,max,1.0,1.0,raw,max,0.6755604719764011,0.426419401095322
25,beta,1,max,1.0,1.0,raw,max,0.6466847676120548,0.4386812679545392
23,beta,1,max,1.0,1.0,raw,max,0.7170902793710122,0.4091605498361039
39,beta,1,max,1.0,1.0,raw,max,0.7272433144874639,0.400151902651455
19,beta,1,max,1.0,1.0,raw,max,0.6972118510966604,0.413702052153075
9,beta,1,max,1.0,1.0,raw,max,0.7387268033705129,0.4047305596026027
22,beta,1,max,1.0,1.0,raw,max,0.6819831471959571,0.4276203369292271
31,beta,1,max,1.0,1.0,raw,max,0.7642469960731079,0.3873483945776603
18,beta,1,max,1.0,1.0,raw,max,0.7583381101254567,0.4036746189148943
15,beta,1,max,1.0,1.0,raw,max,0.7010324763621415,0.4270686538623606
37,beta,1,max,1.0,1.0,raw,max,0.7435422021284283,0.4027104419660283
38,beta,1,max,1.0,1.0,raw,max,0.6840947345280279,0.422525504826546
35,beta,1,max,1.0,1.0,raw,max,0.7624479531150895,0.3958065835380164
30,beta,1,max,1.0,1.0,raw,max,0.6961991660419791,0.4330887990192777
43,beta,1,max,1.0,1.0,raw,max,0.6932896653579731,0.425535481067372
33,beta,1,max,1.0,1.0,raw,max,0.7000047829303113,0.4174942817410602
10,beta,1,max,1.0,1.0,raw,max,0.7093937013359854,0.4118085911574402
47,beta,1,max,1.0,1.0,raw,max,0.7743051682059532,0.3796952282154394
29,beta,1,max,1.0,1.0,raw,max,0.7278602133948047,0.4149197036551316
46,beta,1,max,1.0,1.0,raw,max,0.7205897312538296,0.4160670754580931
49,beta,1,max,1.0,1.0,raw,max,0.6976482148922207,0.427437962637354
41,beta,1,max,1.0,1.0,raw,max,0.7038418364255468,0.4215080996987466
42,beta,1,max,1.0,1.0,raw,max,0.736994663354972,0.4087023078439813
45,beta,1,max,1.0,1.0,raw,max,0.7243686607172338,0.4091985875683308
34,beta,1,max,1.0,1.0,raw,max,0.7340784815344698,0.4060480092477914
13,beta,1,max,1.0,1.0,raw,max,0.7283215409165389,0.4132837133207986
26,beta,1,max,1.0,1.0,raw,max,0.687588129155659,0.4237050347960212
17,beta,1,max,1.0,1.0,raw,max,0.6826093964334705,0.4325886667464523
