seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
1,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,2,0.6458333333333334,0.3309591937676875
2,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,2,0.7058383398252679,0.2359187466071457
0,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,2,0.7421848856664807,0.3042675082490725
3,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7062706270627063,0.2430649980724184
4,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7040073588225884,0.3409545983660766
8,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6791536730746457,0.2992701160175788
6,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7088174982911826,0.3516522822707515
20,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7664404761904762,0.2305432457866073
30,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.7014670616448019,0.300857497124964
24,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.659719918923899,0.2607772889244993
5,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,2,0.6628437749629122,0.3227538023701787
10,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,2,0.6914663510590541,0.2480470552218525
7,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6659722222222221,0.2431702287497262
12,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.687675711016672,0.2326566488135758
28,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,2,0.6762661175663087,0.3093090940847934
40,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.6847360395033041,0.2916448817745911
44,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.654691227377899,0.3170845038337674
16,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6747826086956522,0.2935407268481149
48,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,2,0.5811965811965812,0.4072011852819077
36,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,2,0.6661537247474748,0.2887027925238677
23,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7390406036651096,0.2492863034380166
32,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,2,0.6695415532761148,0.3526098227880733
22,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,2,0.6795545591532214,0.3154852850606474
14,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,2,0.6797853309481217,0.2515472129062682
45,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6628507918866351,0.2535808532218319
31,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.7166419570051891,0.3089526660529738
27,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,2,0.6849970362205051,0.2908124790712239
38,beta,54,none,1.0,1.0,sae,none,,54,16.0,20,2,0.6322978191731031,0.2819438296905376
46,beta,54,none,1.0,1.0,sae,none,,54,14.0,10,2,0.6557567851021923,0.315898994925507
11,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,2,0.6678672398435382,0.2587905020043985
18,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,2,0.7096023456111417,0.2234426381113917
26,beta,54,none,1.0,1.0,sae,none,,54,16.0,50,2,0.7016423357664233,0.2842684865952288
9,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6826229508196721,0.3069030100786702
34,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.720041924899745,0.3135696225466547
42,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,2,0.7344654207380704,0.2431477154365366
39,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.7090031520882585,0.3068324782712551
49,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7186337425595238,0.3348745340284955
15,beta,54,none,1.0,1.0,sae,none,,54,16.0,50,2,0.7788742037268561,0.2415327018726731
19,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.7523337595907927,0.3073636539105727
43,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,2,0.6461019030079804,0.2712068168044686
35,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,2,0.731653475475152,0.2646167074516005
47,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.6235616438356165,0.2768722071625189
29,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6722050126724867,0.2966976765546155
13,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.7580770024772915,0.311817891027474
41,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.6894860499265786,0.2300044004781249
33,beta,54,none,1.0,1.0,sae,none,,54,16.0,50,2,0.6340470807288203,0.2915983829720981
25,beta,54,none,1.0,1.0,sae,none,,54,16.0,10,2,0.7647741832158873,0.2706540259990131
21,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,2,0.5573589164785553,0.2779335547129232
37,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,2,0.7552476018548017,0.3020575926216512
17,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,2,0.6235121951219512,0.25433129167070595
