seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5683193591690324,0.306063053428176,30,2,30,2
3,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5865250998784088,0.2634902187057488,2,2,30,2
11,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.621383757406762,0.2855867637191339,13,2,30,2
6,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.6793062200956939,0.3671321624288375,4,2,30,2
1,beta,54,none,1.0,1.0,raw,none,,54,13.0,50,0.548928148350647,0.3422780600776768,12,2,30,2
0,beta,54,none,1.0,1.0,raw,none,,54,14.0,20,0.5524051868377021,0.359403298134602,13,2,30,2
9,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.6147745901639344,0.3173955944128402,3,2,30,2
4,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.6125219964805632,0.3589228190216633,8,2,30,2
30,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5620397799407533,0.3366750560476905,20,2,30,2
23,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5442792550005989,0.279211578148953,3,2,30,2
7,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5480251736111111,0.2839282781928468,10,2,30,2
14,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5618788511230371,0.3238832507361593,16,2,30,2
31,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.6004447739065975,0.3671735598576098,16,2,30,2
15,beta,54,none,1.0,1.0,raw,none,,54,16.0,10,0.5557242364707984,0.2909095365974009,16,2,30,2
22,beta,54,none,1.0,1.0,raw,none,,54,13.0,50,0.5487645019417595,0.3318483634360052,5,2,30,2
27,beta,54,none,1.0,1.0,raw,none,,54,13.0,50,0.593192666465615,0.3507624211175003,21,2,30,2
35,beta,54,none,1.0,1.0,raw,none,,54,15.0,20,0.5621601249125074,0.2879858457320677,6,2,30,2
39,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.609091804570528,0.3713815476576377,17,2,30,2
19,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5804987212276216,0.3792326592911121,29,2,30,2
18,beta,54,none,1.0,1.0,raw,none,,54,15.0,5,0.5291368884002199,0.2692442762214549,24,2,30,2
47,beta,54,none,1.0,1.0,raw,none,,54,15.0,20,0.5553424657534246,0.3061577828394127,12,2,30,2
38,beta,54,none,1.0,1.0,raw,none,,54,16.0,50,0.5468962971376647,0.2963575571913204,27,2,30,2
43,beta,54,none,1.0,1.0,raw,none,,54,15.0,20,0.5021485573971761,0.3046892483978969,20,2,30,2
10,beta,54,none,1.0,1.0,raw,none,,54,15.0,20,0.5792862098518549,0.2881927938618304,22,2,30,2
42,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.6028523542990861,0.2767646008010992,4,2,30,2
26,beta,54,none,1.0,1.0,raw,none,,54,16.0,20,0.5665693430656935,0.3137400817823227,29,2,30,2
34,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.6232956616842873,0.3434734966375951,29,2,30,2
46,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.6186657457856906,0.3395944535983649,23,2,30,2
24,beta,54,none,1.0,1.0,raw,none,,54,15.0,10,0.4528837295006449,0.2819630537771489,6,2,30,2
45,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.501889413726035,0.333331535255033,29,2,30,2
49,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.6369396391369049,0.3624899254418379,11,2,30,2
20,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5525178571428572,0.2692666897679365,2,2,30,2
28,beta,54,none,1.0,1.0,raw,none,,54,13.0,50,0.5505809677893808,0.3246208937124155,7,2,30,2
5,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.6213245083494998,0.3266228624617733,4,2,30,2
29,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5772943458806596,0.3539859319925005,15,2,30,2
12,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5519532526969598,0.3205845538128423,30,2,30,2
13,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5757380264244427,0.3748601612984219,11,2,30,2
8,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5458821826602982,0.3321288245946059,24,2,30,2
48,beta,54,none,1.0,1.0,raw,none,,54,14.0,50,0.5366349600220568,0.4114339273996789,20,2,30,2
21,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5395033860045146,0.2872145583363951,9,2,30,2
44,beta,54,none,1.0,1.0,raw,none,,54,15.0,20,0.6705827489103725,0.3390988044815565,28,2,30,2
40,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5704197226054752,0.3257368350226816,28,2,30,2
33,beta,54,none,1.0,1.0,raw,none,,54,16.0,20,0.5105200159595691,0.3020500693696714,4,2,30,2
25,beta,54,none,1.0,1.0,raw,none,,54,16.0,20,0.5835201793721972,0.3814709960916375,14,2,30,2
41,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.583920704845815,0.2738108810458792,5,2,30,2
16,beta,54,none,1.0,1.0,raw,none,,54,14.0,5,0.6190374331550803,0.3331523257279288,22,2,30,2
37,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.5992531237832288,0.3551348490881638,17,2,30,2
36,beta,54,none,1.0,1.0,raw,none,,54,15.0,20,0.5306581439393939,0.3005008257261093,12,2,30,2
17,beta,54,none,1.0,1.0,raw,none,,54,14.0,20,0.4896260162601626,0.3181302000493887,9,2,30,2
32,beta,54,none,1.0,1.0,raw,none,,54,15.0,50,0.651433954364664,0.3597164812186306,11,2,30,2
