seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
2,bernoulli,54,none,1.0,1.0,pca,none,,54,15.0,50,0.5631038049338704,0.4064994742928515,5,2,30,2,2.0
0,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,50,0.5994492470719465,0.4505338244319966,14,2,30,2,2.0
1,bernoulli,54,none,1.0,1.0,pca,none,,54,13.0,50,0.5359713869145252,0.4651471117817949,21,2,30,2,2.0
3,bernoulli,54,none,1.0,1.0,pca,none,,54,15.0,50,0.6055237102657633,0.4093809884485102,3,2,30,2,2.0
5,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,50,0.5881832705694396,0.4476161898918031,4,2,30,2,2.0
8,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,50,0.5677574704930328,0.4365530665367601,5,2,30,2,2.0
6,bernoulli,54,none,1.0,1.0,pca,none,,54,15.0,50,0.5869104579630896,0.4487243751552133,2,2,30,2,2.0
7,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,50,0.5383897569444445,0.4381764325686819,30,2,30,2,2.0
14,bernoulli,54,none,1.0,1.0,pca,none,,54,15.0,50,0.5080003975352813,0.4368502014718557,19,2,30,2,2.0
21,bernoulli,54,none,1.0,1.0,pca,none,,54,15.0,50,0.5600902934537246,0.4198404632428349,5,2,30,2,2.0
30,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,20,0.5938073070955,0.4436762345481544,14,2,30,2,2.0
38,bernoulli,54,none,1.0,1.0,pca,none,,54,16.0,50,0.6082036574284416,0.4347341507232189,18,2,30,2,2.0
46,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,50,0.6060420024045226,0.4411376709916667,10,2,30,2,2.0
27,bernoulli,54,none,1.0,1.0,pca,none,,54,13.0,10,0.5706003473341583,0.4393952395144374,12,2,30,2,2.0
4,bernoulli,54,none,1.0,1.0,pca,none,,54,15.0,50,0.6473564229723244,0.4354200820089239,2,2,30,2,2.0
12,bernoulli,54,none,1.0,1.0,pca,none,,54,14.0,50,0.5772311212814645,0.4269111061185801,20,2,30,2,2.0
