seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
2,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5208622169406483,0.4289314728149036,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5303786221979223,0.5066706805112026,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.3998176133402814,0.4670009087322959,2.0
0,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6043572225320691,0.5338368544834109,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5927851543752999,0.4708997545259492,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5574697613599215,0.431633358026842,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5061121049493142,0.4249630862922527,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6718386876281612,0.4825840573149247,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5521986382137015,0.4823426092719456,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5045202725891063,0.5124197373692388,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5464221218961626,0.4500858231667327,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5733189459336666,0.4680534432627968,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5750720146421107,0.4603307415830331,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5047115248977289,0.4656384990962727,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,10,0.6343463024070806,0.4587794069432819,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6954155327611471,0.4358638414071013,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5185329861111111,0.4533019049382067,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.4916429488252692,0.4872937248999792,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6252876004389225,0.4414829423834259,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5118771974959266,0.4993005718344438,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6345151294203427,0.4364211540804855,2.0
