seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
2,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5258687088752448,0.4266773209073591,15,2,30,2,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5313525150355386,0.4751509884483704,30,2,30,2,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5705336981066528,0.4063981409668173,2,2,30,2,2.0
0,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5992331288343559,0.4505348828133484,14,2,30,2,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.642537194048952,0.4409254375513775,2,2,30,2,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5675956194834915,0.425228565126615,12,2,30,2,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.4934903597694295,0.4175452466534057,18,2,30,2,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.654066985645933,0.4567336066926238,30,2,30,2,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5872703412073491,0.4483340964907611,10,2,30,2,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.570309359219493,0.4581475603864029,19,2,30,2,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5316704288939051,0.4321444406249569,14,2,30,2,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5850181735574739,0.4403642830000774,19,2,30,2,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5749888208317301,0.4453717577139334,26,2,30,2,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.582289462547609,0.449815585840455,30,2,30,2,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,10,0.5979842938633514,0.440186376248222,3,2,30,2,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6498639313376595,0.4298487100762215,8,2,30,2,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5383897569444445,0.4381764325686819,30,2,30,2,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5021206540543557,0.4469695798115021,23,2,30,2,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6190754309581961,0.4306005833351642,11,2,30,2,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5485256103985201,0.4577769041056279,26,2,30,2,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6637805322639446,0.4419284702145138,23,2,30,2,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5040288969158099,0.4715509811673085,30,2,30,2,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6185262148337596,0.4352618940175481,17,2,30,2,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5951982696467195,0.4229361469342423,3,2,30,2,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5082078795643818,0.474733108906027,11,2,30,2,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5854223932563679,0.3999063307641411,3,2,30,2,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5872030719771388,0.4312891327338191,22,2,30,2,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5673095542387978,0.428487697863168,7,2,30,2,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5398444170382316,0.4192521187848739,3,2,30,2,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5788613081166273,0.4501910592165795,26,2,30,2,2.0
13,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6210260115606936,0.4495568537257425,13,2,30,2,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.4946341463414634,0.4256347439192538,7,2,30,2,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.4330108715680856,0.4528111324460773,22,2,30,2,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.551021897810219,0.4486844907830545,7,2,30,2,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5639717585601763,0.4318182911884133,22,2,30,2,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.4270381699694108,0.4840053716974251,11,2,30,2,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5829074889867841,0.4163696680944366,11,2,30,2,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5214646464646464,0.4702335405445316,28,2,30,2,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5883576311671197,0.4232163122529849,2,2,30,2,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.589495466170658,0.4483931044291231,14,2,30,2,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5582925034548358,0.4379024187553475,19,2,30,2,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5856721798971039,0.4347805072057253,3,2,30,2,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6244876247692357,0.4357580348766113,9,2,30,2,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5486061204934722,0.4215342417041043,4,2,30,2,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6076775956284154,0.4376274842761344,8,2,30,2,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6373697916666666,0.4543873861584467,23,2,30,2,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5456644609870417,0.4678172845538448,24,2,30,2,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5876785714285715,0.4206416503988974,11,2,30,2,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5862924503183018,0.4386164690526881,26,2,30,2,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6068462683622405,0.4240904141475421,3,2,30,2,2.0
