seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
2,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.3820236993211215,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5,0.4523994457631464,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.387185999333981,2.0
0,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4492640099323119,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4404277420846811,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.3823150594693292,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.3630675846281633,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4611260949646877,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4249373480954623,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5,0.4483663017294908,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5,0.3884201001101003,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5,0.4161222437672477,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5,0.4237255024932145,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4102972605679588,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,10,0.5,0.4278853337307425,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4223477399315105,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.3936075596281619,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5,0.4109670164292021,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4226995463591524,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5,0.4403154686041906,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4259528942782703,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.3769754590943748,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.3905172771693185,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4065119192456911,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5,0.4011228239833145,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.3788387002410942,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5,0.4044072465848217,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4007941283002922,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5,0.3848893020068847,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4182767535350227,2.0
13,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4330397150644203,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.3841655912853148,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4374532333991391,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5,0.4437863650666832,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5,0.3918419383215753,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5,0.41463562150035,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.3548459896284047,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4363487286599544,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4082413796929801,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4334408086528061,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5,0.4100224594617117,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4154769024115448,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.416116997631266,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4051334001281726,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5,0.4250799580699095,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4489616155688803,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5,0.4686278501939321,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.3920918009745962,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.3960602845871474,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5,0.4172536668919183,2.0
