seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.4230719124544033,0.3657483243401942
2,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5735129068462402,0.2950432256169788
1,beta,54,none,1.0,1.0,sae,none,,54,13.0,20,0.5328617641698561,0.4136674003611218
0,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.6121305075292804,0.3871296327835378
4,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.6707326827707567,0.3993370709444678
7,beta,54,none,1.0,1.0,sae,none,,54,14.0,5,0.5287181712962963,0.3252345797455414
8,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5271779891840682,0.3979768708339954
6,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6013670539986329,0.425403795134766
30,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5211172238679644,0.4074271460509451
23,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.4954934722721283,0.3783625802143199
10,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5488919724115414,0.3401642526746214
5,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5766480276921907,0.4083368547767813
27,beta,54,none,1.0,1.0,sae,none,,54,13.0,20,0.5560830274227597,0.3553653818265302
31,beta,54,none,1.0,1.0,sae,none,,54,14.0,5,0.6211185240095544,0.3729848760243771
22,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5210163303808788,0.4008176433852449
39,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5753152088258471,0.373301034996239
19,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6511508951406649,0.3521930973044832
11,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5634561016227102,0.3415735332490467
43,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,0.4616329036218539,0.3988599594517802
15,beta,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5068762278978389,0.3732417331694788
38,beta,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5431054066333485,0.3811200545813676
35,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.4673271236023618,0.3854881512445077
14,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.4791542436891274,0.307203493022121
47,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5329199711607786,0.3333396377066641
18,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5569910207073483,0.3085917460702463
26,beta,54,none,1.0,1.0,sae,none,,54,16.0,50,0.4875547445255475,0.4009389704545752
34,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.6832664965366386,0.3725681328708441
42,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.4966954431900832,0.3549436526510028
46,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.623308520707032,0.3728993908203276
12,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5521902582543314,0.31762465432909
45,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.4674076132258961,0.3173446397566988
24,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.4578957066519255,0.3965261653430146
20,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,0.4959999999999999,0.3614420118503803
28,beta,54,none,1.0,1.0,sae,none,,54,13.0,20,0.5524537922243468,0.3975005633872016
44,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.623033738094811,0.3794826174563505
49,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6469494047619049,0.3871454139355079
29,beta,54,none,1.0,1.0,sae,none,,54,14.0,10,0.5799774711348916,0.3531029120432396
40,beta,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5613850361871566,0.3638858890692907
48,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5388751033912325,0.4300705849300991
16,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.549462915601023,0.3735268984611117
9,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.6260314207650273,0.3707382708049103
13,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6244064822460775,0.3731770113696259
36,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5280934343434344,0.3093904520279648
32,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6499476658990998,0.4190593999851839
33,beta,54,none,1.0,1.0,sae,none,,54,16.0,20,0.4940550605133661,0.3925045001324758
21,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.562528216704289,0.3452158257498796
41,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5549779735682818,0.3152097165320471
37,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6560475735372199,0.3591879274834697
25,beta,54,none,1.0,1.0,sae,none,,54,16.0,10,0.5179372197309416,0.3614623567905083
17,beta,54,none,1.0,1.0,sae,none,,54,14.0,10,0.5048455284552846,0.35068488252254765
