seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5481173389670122,0.4271876878326383
5,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6136406862185705,0.480975016146327
1,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5476922726444322,0.505022099832849
3,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.532525620983151,0.4682015230153654
6,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6856117566643882,0.4835719095946336
7,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,5,0.5426649305555555,0.4560265869370658
0,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.6193809258226437,0.4830268433458638
4,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.635978243481043,0.4798411635761123
13,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.6180068125516103,0.4736832896598013
14,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5933710991850527,0.4099950564481853
30,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5758781210325857,0.4742408074869055
46,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5863198014989897,0.464627672511541
27,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,20,0.544784268050457,0.469219878249665
38,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5794525215810995,0.4700601547125897
15,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.6002857653152349,0.453672867096108
43,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5197276633740723,0.4880208503644432
21,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5558690744920993,0.4481349642296223
22,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5510186580420695,0.5030363691938842
19,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5976662404092071,0.4217471529486345
34,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.622183740430186,0.4361747868416963
47,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6028262436914205,0.4461447484515877
18,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5931097672713945,0.4172395959394687
11,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.6158553115681036,0.4598834545533126
39,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5816587864460204,0.4553917389504471
8,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5492835432045159,0.4725299698039266
37,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6190046370039999,0.4355628006422691
42,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.4970116687221326,0.4532341168004054
25,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5353139013452914,0.4598429502220341
45,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5617671575437623,0.4698963294692208
31,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5974590231447161,0.4410775572790607
26,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,50,0.5744525547445256,0.5170876824439162
10,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.576990572582949,0.4331362604766475
17,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5120975609756098,0.4643569769769637
41,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5570925110132159,0.4100188252151262
33,bernoulli,54,none,1.0,1.0,sae,none,,54,16.0,20,0.5098550339140843,0.4679317325987128
35,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5168075521814821,0.4831679748480383
23,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.49032818301593,0.4871443979846619
28,bernoulli,54,none,1.0,1.0,sae,none,,54,13.0,20,0.528675785654753,0.5089335758039669
32,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6851999162654386,0.4382534011452064
29,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,10,0.6070277543102099,0.4451627646893745
49,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6292782738095238,0.4779034338047287
9,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,20,0.6500136612021858,0.4553687514233215
24,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.4323383084577114,0.5161321053730705
16,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5768983957219251,0.4697609648924609
12,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5804020921869892,0.4391500317893309
40,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.6312056737588652,0.4207021339567761
48,bernoulli,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6022194651226909,0.4781032420175528
20,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5653333333333334,0.4539578610359852
44,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6586730758882929,0.4353923780185927
36,bernoulli,54,none,1.0,1.0,sae,none,,54,15.0,20,0.5417455808080808,0.5056691935291076
