seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
2,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7839836271208821,0.2165959002319695
3,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7024057668924786,0.2432164668103827
4,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7134058550631899,0.3407568339609219
1,beta,54,none,1.0,1.0,pca,none,,54,13.0,50,2,0.6652200656096228,0.3261145352884766
5,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7046863707253984,0.3131952895575768
6,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7360218728639781,0.343990274465804
0,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7560791968767429,0.3007755526709043
30,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.716433911694174,0.2988210565067615
7,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7156105324074075,0.2393713623273457
20,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7896666666666666,0.2294982665859781
23,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7792250568930411,0.2469735691209049
45,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.6470686301750486,0.2529248417570549
22,beta,54,none,1.0,1.0,pca,none,,54,13.0,50,2,0.6959951976674383,0.3120917633969718
12,beta,54,none,1.0,1.0,pca,none,,54,14.0,10,2,0.6764302059496569,0.237057969681376
24,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7120692832135619,0.2562657252580674
49,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7333519345238095,0.3303224122356532
31,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7584012849023968,0.3023989388024667
14,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7842874180083482,0.228238614413608
27,beta,54,none,1.0,1.0,pca,none,,54,13.0,10,2,0.6905814207422969,0.2951350673103995
40,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7520272069324425,0.2828849715431984
10,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7134024405174877,0.2457363621681168
28,beta,54,none,1.0,1.0,pca,none,,54,13.0,50,2,0.702730793744178,0.3058355051716253
18,beta,54,none,1.0,1.0,pca,none,,54,15.0,10,2,0.6944841487997069,0.2246492682149588
26,beta,54,none,1.0,1.0,pca,none,,54,16.0,50,2,0.724963503649635,0.2830855289844225
8,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.6924564796905223,0.298370272369231
39,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7379432624113474,0.3043180328574416
11,beta,54,none,1.0,1.0,pca,none,,54,15.0,20,2,0.7315944386352194,0.2452006179043551
44,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.6838017685146988,0.3136827022826318
16,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7077423854917461,0.2891088010461368
38,beta,54,none,1.0,1.0,pca,none,,54,16.0,20,2,0.6578472853248521,0.2729958782679625
48,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.6140060656189688,0.3994332754275532
46,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7677333537973551,0.2997487416706287
34,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7518410499453153,0.3081481468760835
32,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7155536947875235,0.3357656505080021
42,beta,54,none,1.0,1.0,pca,none,,54,15.0,20,2,0.7640325079846947,0.2356451111212123
15,beta,54,none,1.0,1.0,pca,none,,54,16.0,10,2,0.8039382032505805,0.2334276683810312
35,beta,54,none,1.0,1.0,pca,none,,54,15.0,5,2,0.684290816418098,0.2800041659717928
36,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.6504892676767676,0.2738602095675184
43,beta,54,none,1.0,1.0,pca,none,,54,15.0,20,2,0.7221385121937609,0.2600617406055205
19,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.73826726342711,0.3101017959413555
47,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.6638500360490267,0.2734325817210789
13,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.7605542939719241,0.3114288688786518
29,beta,54,none,1.0,1.0,pca,none,,54,14.0,50,2,0.6873650614850276,0.2960901048783156
41,beta,54,none,1.0,1.0,pca,none,,54,15.0,20,2,0.6999118942731278,0.2318482894627872
21,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.6961512415349886,0.2428770861406009
33,beta,54,none,1.0,1.0,pca,none,,54,16.0,50,2,0.6394201356563373,0.2881711025756154
9,beta,54,none,1.0,1.0,pca,none,,54,14.0,20,2,0.6969535519125682,0.308022223348946
17,beta,54,none,1.0,1.0,pca,none,,54,14.0,20,2,0.6575934959349594,0.255803852026459
37,beta,54,none,1.0,1.0,pca,none,,54,15.0,50,2,0.7443276344200205,0.3022785076946485
25,beta,54,none,1.0,1.0,pca,none,,54,16.0,20,2,0.7758648302370275,0.2641790950846908
