seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
1,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,0.548928148350647,0.3422780600776768,12,2,30,2,2.0
2,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5683193591690324,0.306063053428176,30,2,30,2,2.0
0,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5524051868377021,0.359403298134602,13,2,30,2,2.0
3,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5865250998784088,0.2634902187057488,2,2,30,2,2.0
4,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6125219964805632,0.3589228190216633,8,2,30,2,2.0
8,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5458821826602982,0.3321288245946059,24,2,30,2,2.0
6,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6793062200956939,0.3671321624288375,4,2,30,2,2.0
20,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5525178571428572,0.2692666897679365,2,2,30,2,2.0
30,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5620397799407533,0.3366750560476905,20,2,30,2,2.0
24,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.4528837295006449,0.2819630537771489,6,2,30,2,2.0
5,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.6213245083494998,0.3266228624617733,4,2,30,2,2.0
10,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,0.5792862098518549,0.2881927938618304,22,2,30,2,2.0
7,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5480251736111111,0.2839282781928468,10,2,30,2,2.0
12,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.5519532526969598,0.3205845538128423,30,2,30,2,2.0
28,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5505809677893808,0.3246208937124155,7,2,30,2,2.0
40,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5704197226054752,0.3257368350226816,28,2,30,2,2.0
44,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.6705827489103725,0.3390988044815565,28,2,30,2,2.0
16,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.6190374331550803,0.3331523257279288,22,2,30,2,2.0
48,beta,54,none,1.0,1.0,sae,none,,54,14.0,20,0.5366349600220568,0.4114339273996789,20,2,30,2,2.0
36,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5306581439393939,0.3005008257261093,12,2,30,2,2.0
23,beta,54,none,1.0,1.0,sae,none,,54,15.0,50,0.5442792550005989,0.279211578148953,3,2,30,2,2.0
32,beta,54,none,1.0,1.0,sae,none,,54,15.0,10,0.651433954364664,0.3597164812186306,11,2,30,2,2.0
22,beta,54,none,1.0,1.0,sae,none,,54,13.0,50,0.5487645019417595,0.3318483634360052,5,2,30,2,2.0
14,beta,54,none,1.0,1.0,sae,none,,54,15.0,5,0.5618788511230371,0.3238832507361593,16,2,30,2,2.0
45,beta,54,none,1.0,1.0,sae,none,,54,14.0,50,0.501889413726035,0.333331535255033,29,2,30,2,2.0
